,微博数,关注数,粉丝数,introduction,是否认证,点赞数,评论数,是否包含特殊符号,sentiment,negative_prob,abnormal
937,39086,271,22026000,1,1,18,2,1,0.978664,0.00960128,0
938,10227,111,700000,1,1,32,6,1,-0.994802,0.997661,0
939,16363,730,1212,1,1,193,80,0,0.0,0.386271,0
940,268,152,190,1,0,0,0,1,0.999847,6.86631e-05,0
941,264,144,37,1,0,12,6,0,0.0,0.383405,0
942,522,141,577,1,0,0,0,0,0.993779,0.00279939,0
943,291,307,322,1,0,0,0,0,0.0,0.389844,0
944,336,404,1309,1,1,4,0,0,-0.246523,0.660935,0
945,5648,273,121000,1,0,19,15,0,-0.969375,0.986219,0
946,4270,164,205,1,0,0,0,0,0.867745,0.0595149,0
947,43336,221,705,1,1,9,0,1,0.0,0.578977,0
948,1493,22,203000,1,0,202,27,1,0.999025,0.000438591,0
949,41292,277,810000,1,1,57,15,0,0.996072,0.0017676,0
950,11370,724,38000,1,1,3,1,0,0.618113,0.171849,0
951,22051,280,884000,1,1,5,0,1,-0.971566,0.987204,0
952,5588,287,25,1,0,5,2,1,-0.966097,0.984744,0
953,2494,349,250000,1,0,120,4,0,-0.974115,0.988352,0
954,9669,321,11000,1,1,133,7,0,0.0,0.376582,0
955,10517,437,67000,1,1,49,6,1,0.824548,0.0789532,0
956,89010,1702,2685000,1,1,18,3,0,0.920593,0.0357331,0
957,67,242,14000,1,0,28,12,1,0.583677,0.187345,0
958,5187,237,2046000,1,1,65,44,1,0.0,0.508887,0
959,638,188,11,1,0,10,0,1,-0.956871,0.980592,0
960,117460,712,30929000,1,1,21,0,1,0.0,0.425552,0
961,82197,16622,56000,1,0,3,2,0,0.997563,0.00109687,0
962,385,10,2826,1,0,60,11,0,-0.819162,0.918623,0
963,7,201,3,0,0,3,0,1,-0.999222,0.99965,0
964,11776,146,513000,1,1,3,0,1,0.997716,0.00102758,0
965,563,213,144,1,0,0,0,1,0.99787,0.000958394,0
966,612,536,161,1,0,0,0,0,-0.894561,0.952552,0
967,34,246,22,0,0,3,2,0,0.99962,0.000170957,0
968,1605,92,128,1,0,0,0,1,-0.998591,0.999366,0
969,17766,2024,72000,1,1,5,3,1,-0.976353,0.989359,0
970,302,25,1,1,0,0,1,1,0.365131,0.285691,0
971,132,25,33,1,0,0,0,0,0.0,0.56593,0
972,239,80,1133,1,1,1,0,0,0.910319,0.0403566,0
973,132,222,4,1,0,0,0,0,-0.800262,0.910118,0
974,158262,1653,21310000,1,1,25,5,1,0.997316,0.00120763,0
975,79240,839,11150000,1,1,6,3,1,0.224806,0.348837,0
976,8320,225,163000,1,1,38,5,1,-0.946754,0.976039,0
977,7155,342,429000,1,1,2133,176,1,-0.863747,0.938686,0
978,16888,7830,169000,1,1,15,2,0,0.357207,0.289257,0
979,23576,1644,462000,1,1,9,5,1,-0.694897,0.862704,0
980,16,7,4443,1,0,0,0,1,0.533367,0.209985,0
981,9780,742,1530,1,1,1,2,1,0.0,0.38277,0
982,1610,132,45,1,0,0,0,1,-0.997952,0.999078,0
983,8391,664,14000,1,1,0,0,0,0.957027,0.0193377,0
984,14720,311,31000,1,1,0,0,1,-0.528071,0.787632,0
985,958,196,122,1,0,1,0,1,-0.737697,0.881964,0
986,2770,411,170,1,0,0,0,0,-0.382619,0.722178,0
987,437,178,114,1,0,0,0,1,-0.999309,0.999689,0
988,3046,1072,11000,1,1,0,2,0,0.970945,0.0130748,0
989,308,148,29,0,0,0,0,1,-0.999514,0.999781,0
990,2781,227,10,1,0,0,0,1,0.989474,0.00473678,0
991,565,584,118,1,0,0,0,0,0.765599,0.10548,0
992,417,44,67,1,0,1,2,0,0.46742,0.239661,0
993,7671,672,590000,1,1,0,0,0,-0.757367,0.890815,0
994,2216,592,239,1,0,0,0,1,0.992701,0.00328436,0
995,332,334,4696,1,0,0,0,0,0.0,0.531996,0
996,598,100,131,0,0,0,1,0,-0.999457,0.999755,0
997,1249,156,249,1,0,0,0,0,0.979336,0.00929893,0
998,53857,298,1782000,1,1,2,0,0,0.564519,0.195966,0
999,132092,4518,1075000,1,1,8,7,0,0.555537,0.200008,0
1000,560,354,39,1,0,0,0,0,-0.984852,0.993184,0
1001,10696,2408,269000,1,1,40,1,1,-0.663147,0.848416,0
1002,5510,139,658,1,0,0,0,0,0.997832,0.000975662,0
1003,1175,215,105,1,0,0,0,0,-0.998854,0.999484,0
1004,302,110,33,0,0,0,0,1,0.826924,0.0778841,0
1005,528,321,110,1,0,0,0,1,0.974491,0.0114791,0
1006,30,0,29000,1,0,0,0,1,-0.972751,0.987738,0
1007,2287,1210,586,1,0,1,1,0,0.990361,0.00433751,0
1008,14619,1237,552,1,0,0,0,0,-0.612535,0.825641,0
1009,43126,432,361000,1,1,10,10,1,0.984836,0.00682365,0
1010,487,46,46,1,0,0,0,1,0.896845,0.0464199,0
1011,1900,463,4237,1,1,0,2,0,-0.962183,0.982982,0
1012,41852,2078,51000,1,1,2,0,1,-0.844643,0.930089,0
1013,18,70,90,0,0,19,4,0,0.731109,0.121001,0
1014,94909,100,4158000,1,1,0,0,1,0.644883,0.159803,0
1015,2356,398,11000,1,1,315,42,0,0.99944,0.000252161,0
1016,2741,70,571000,1,1,93,2,1,0.6803,0.143865,0
1017,1395,255,4180000,1,1,567,102,1,0.996983,0.00135757,0
1018,39778,1442,40000,1,0,6,3,1,-0.932398,0.969579,0
1019,40647,403,1145000,1,1,5,0,1,0.936309,0.0286609,0
1020,2093,26,163000,1,1,19,1,0,-0.924483,0.966017,0
1021,21943,2007,1642000,1,1,24,8,1,0.0,0.495379,0
1022,175,283,142,1,0,5,3,1,0.497403,0.226169,0
1023,83141,427,9652,1,1,0,1,0,-0.945363,0.975414,0
1024,4149,511,196000,1,1,1,0,1,-0.207236,0.643256,0
1025,19,63,42,0,0,0,0,0,0.968289,0.0142698,0
1026,80959,429,169000,1,0,20,5,1,0.998995,0.00045213,0
1027,6176,260,28000,1,1,84,8,0,0.605513,0.177519,0
1028,5748,41,51000,1,1,25,10,1,0.935477,0.0290355,0
1029,2867,12,51000,1,1,48,3,1,-0.914618,0.961578,0
1030,40646,67,2072000,1,1,54,27,0,-0.644957,0.840231,0
1031,41478,497,653000,1,1,38,16,1,-0.950439,0.977698,0
1032,984,167,2116,1,0,20,5,0,0.94544,0.0245519,0
1033,4601,1693,1415,1,1,9,0,0,-0.690513,0.860731,0
1034,1248,217,97,1,0,55,0,1,0.852506,0.0663721,0
1035,17799,438,3847000,1,1,44,36,1,-0.465162,0.759323,0
1036,15014,327,2096,1,1,19,3,0,-0.848143,0.931664,0
1037,2861,230,23000,1,1,15,1,1,-0.971457,0.987156,0
1038,132538,655,2421000,1,1,92,19,0,0.973141,0.0120867,0
1039,5445,410,156,0,0,4,3,1,-0.9823,0.992035,0
1040,2093,26,163000,1,1,16,1,0,-0.924483,0.966017,0
1041,22870,1349,125000,1,1,13,2,0,-0.202606,0.641173,0
1042,10197,1386,344000,1,1,1,0,1,0.998631,0.000616111,0
1043,21943,2007,1642000,1,1,21,8,1,0.0,0.495379,0
1044,162583,2738,131000000,1,1,10166,1393,1,-0.409727,0.734377,0
1045,21840,920,77000,1,0,229,36,1,-0.998592,0.999367,0
1046,60107,3010,253000,1,1,132,0,1,0.218127,0.351843,0
1047,678,169,42000,1,1,830,56,0,-0.843736,0.929681,0
1048,5146,312,1819000,1,1,5412,1146,1,-0.210186,0.644584,0
1049,317917,2751,25052000,1,1,170,46,1,0.965957,0.0153192,0
1050,37,91,7,1,0,276,53,1,-0.947757,0.97649,0
1051,158262,1653,21310000,1,1,73,17,1,0.920279,0.0358745,0
1052,191664,8412,32402000,1,1,178,45,1,0.952771,0.0212532,0
1053,24355,243,701000,1,1,28,11,1,-0.997048,0.998672,0
1054,102287,5069,1945000,1,1,36,9,1,0.678303,0.144764,0
1055,20545,2198,1637,1,0,72,24,1,0.999983,7.51487e-06,0
1056,16769,3682,1480000,1,1,75,36,1,-0.999423,0.99974,0
1057,146622,2432,46500000,1,1,30,4,1,0.615165,0.173176,0
1058,206572,1296,77772000,1,1,8562,1060,1,0.866942,0.0598762,0
1059,40683,157,1394000,1,1,58,33,1,0.889242,0.049841,0
1060,4836,56,13000,1,0,240,18,0,0.98329,0.00751945,0
1061,41519,1399,1618000,1,1,22,5,0,0.814951,0.083272,0
1062,10642,480,1457000,1,1,581,112,1,0.367713,0.284529,0
1063,146622,2432,46500000,1,1,1408,180,1,0.990144,0.0044352,0
1064,20053,109,40000,1,0,0,0,0,0.734912,0.119289,0
1065,10342,620,214,1,1,0,0,0,0.784982,0.0967579,0
1066,1921,9,104000,1,1,0,0,0,0.999708,0.000131491,0
1067,154,536,4,1,0,0,0,1,0.0,0.616966,0
1068,183477,7203,13969000,1,1,13,5,0,0.889112,0.0498994,0
1069,71,121,52,0,0,0,0,1,-0.973368,0.988015,0
1070,875,322,342,1,0,0,1,0,-0.996423,0.99839,0
1071,408,91,20,1,0,0,0,1,0.993552,0.00290145,0
1072,161,404,51,1,0,0,0,1,0.0,0.60096,0
1073,9,171,136,1,0,0,0,1,-0.998215,0.999197,0
1074,1078,421,132,1,0,0,0,0,0.997177,0.00127016,0
1075,2768,649,16000,1,0,0,0,0,0.993969,0.00271391,0
1076,747,345,140,1,0,0,0,1,0.0,0.500524,0
1077,237,324,190,0,0,0,0,0,0.929533,0.0317102,0
1078,11458,71,897000,1,1,287,66,1,0.939089,0.02741,0
1079,1926,384,794,1,1,0,0,1,0.883458,0.0524438,0
1080,43537,2133,33000,1,1,0,0,1,0.864274,0.0610768,0
1081,20,424,47,1,0,1,0,1,0.991756,0.00370985,0
1082,5897,92,324000,1,1,312,11,1,-0.491474,0.771163,0
1083,2444,3555,992,1,0,86,64,1,0.0,0.543993,0
1084,10610,618,173000,1,1,47,25,0,0.0,0.477233,0
1085,91641,3359,169000,1,1,10,0,1,0.439127,0.252393,0
1086,317916,2751,25052000,1,1,91,7,1,0.0,0.377685,0
1087,114850,1477,10662000,1,1,34,14,1,0.718784,0.126547,0
1088,82130,629,1079000,1,1,9,6,1,0.95601,0.0197956,0
1089,3580,347,235000,1,1,112,20,1,0.865539,0.0605073,0
1090,24864,464,2004,1,1,8,11,0,-0.942944,0.974325,0
1091,3816,211,8572,1,0,2,0,0,0.236016,0.343793,0
1092,16562,194,32000,0,1,22,7,1,0.978843,0.00952084,0
1093,35292,439,1058000,1,1,11,8,0,-0.964293,0.983932,0
1094,9070,202,119000,1,1,19,16,1,0.525977,0.21331,0
1095,5447,410,156,0,0,5,3,1,-0.9823,0.992035,0
1096,1082,124,338000,1,1,75,15,1,-0.844986,0.930243,0
1097,206572,1296,77772000,1,1,51,18,1,0.985126,0.00669331,0
1098,201091,589,6599000,1,1,821,405,1,0.99796,0.000918039,0
1099,8359,72,284000,1,1,522,37,0,-0.999879,0.999945,0
1100,26698,685,3470000,1,1,1,1,1,-0.295377,0.68292,0
1101,141174,1049,12736000,1,1,6,5,1,0.939209,0.0273558,0
1102,109743,3024,1879000,1,1,183,69,1,-0.999514,0.999781,0
1103,86617,339,143000,1,1,2,1,1,0.472263,0.237482,0
1104,132009,1562,1865000,1,1,3,0,1,-0.268534,0.67084,0
1105,247,86,23,1,0,0,0,0,0.53691,0.208391,0
1106,3067,342,921,1,1,0,0,0,0.834171,0.0746232,0
1107,947,333,11000,1,1,0,0,0,0.0,0.490987,0
1108,8789,104,506,1,0,0,0,0,-0.717959,0.873081,0
1109,6982,596,347,1,0,0,0,0,0.949799,0.0225903,0
1110,943,199,64,1,0,0,0,0,-0.940751,0.973338,0
1111,16769,3682,1480000,1,1,124,25,0,-0.41489,0.736701,0
1112,141174,1049,12736000,1,1,111,21,1,0.766805,0.104938,0
1113,67253,1712,1179000,1,1,16,9,0,0.997686,0.00104134,0
1114,55394,659,1569000,1,1,28,6,1,0.987303,0.00571364,0
1115,127342,2699,20207000,1,1,37,7,1,-0.805684,0.912558,0
1116,94554,4255,1536000,1,1,46,19,1,0.0,0.452572,0
1117,9244,1524,1104000,1,1,638,125,1,0.999064,0.000421132,0
1118,117458,712,30929000,1,1,49,14,1,0.0,0.427475,0
1119,48703,1054,21300000,1,1,866,297,1,0.930221,0.0314006,0
1120,135627,2042,17987000,1,1,35,12,0,0.0,0.463488,0
1121,178280,1267,18931000,1,1,172,40,1,-0.907574,0.958408,0
1122,114850,1477,10662000,1,1,29,10,1,0.877717,0.0550275,0
1123,9661,2572,28000,1,0,202,35,1,0.925709,0.033431,0
1124,4765,16,2360000,0,1,115,19,1,0.0,0.393885,0
1125,10215,1026,196000,1,1,28,2,0,-0.733716,0.880172,0
1126,41478,497,653000,1,1,14,2,1,-0.964298,0.983934,0
1127,30408,2282,273000,1,0,71,20,1,0.946893,0.0238982,0
1128,7089,199,259000,1,1,22,13,1,-0.542528,0.794137,0
1129,5666,138,402,1,0,0,0,1,0.0,0.549393,0
1130,576,196,25,1,0,1,0,1,0.999317,0.0003075,0
1131,92,132,190,1,0,0,0,0,-0.921525,0.964686,0
1132,2,67,1,1,0,0,0,1,0.622471,0.169888,0
1133,1238,117,11000,1,1,0,0,1,0.798553,0.0906511,0
1134,38865,203,358000,1,1,1,0,1,0.796548,0.0915534,0
1135,3878,95,54,1,0,0,0,1,-0.330212,0.698596,0
1136,1102,185,13,1,0,1,0,0,-0.926759,0.967042,0
1137,2015,2220,334,1,0,0,0,1,0.0,0.518129,0
1138,3080,50,212000,1,1,0,0,1,0.229195,0.346862,0
1139,2302,411,300,1,0,0,0,0,0.908318,0.041257,0
1140,3422,272,68,1,0,2,0,0,0.872561,0.0573474,0
1141,4241,340,239,1,0,0,0,1,0.631077,0.166015,0
1142,1113,204,12000,1,0,5,0,0,-0.996565,0.998454,0
1143,189,739,1276,1,0,1,2,1,0.999649,0.000158095,0
1144,20266,149,237,1,0,0,0,1,-0.546895,0.796103,0
1145,547,25,11000,1,1,24,8,1,-0.789493,0.905272,0
1146,173993,2972,3889000,1,1,17,5,1,-0.994633,0.997585,0
1147,52648,182,254000,1,1,145,6,1,-0.999106,0.999597,0
1148,37673,3236,697000,1,1,753,133,1,0.999743,0.000115726,0
1149,886,94,61000,1,1,46,7,1,-0.998034,0.999115,0
1150,27743,1780,206000,1,1,10,3,1,-0.430198,0.743589,0
1151,12849,8612,2580,1,0,80,14,1,0.999927,3.27109e-05,0
1152,9,40,2,0,0,84,5,0,-0.999484,0.999768,0
1153,5167,90,13000,1,0,11,4,0,0.961889,0.01715,0
1154,32257,452,450000,1,1,5,3,1,-0.921598,0.964719,0
1155,13191,1969,15000,1,1,382,55,0,-0.898924,0.954516,0
1156,3799,454,292000,1,0,16,2,1,0.976764,0.010456,0
1157,29168,571,248000,1,1,8,5,1,0.626014,0.168294,0
1158,984,167,2116,1,0,19,5,0,0.94544,0.0245519,0
1159,3634,214,4356000,1,1,631,110,0,0.0,0.528529,0
1160,22362,885,8310000,1,1,16,4,1,0.894119,0.0476466,0
1161,117458,712,30929000,1,1,186,49,1,0.831475,0.0758364,0
1162,1677,795,43000,1,1,128,17,1,0.643976,0.160211,0
1163,14904,100,6863,0,1,65,2,0,0.268235,0.329294,0
1164,9491,267,201000,1,1,180,4,1,0.996054,0.00177575,0
1165,14746,6257,242000,1,1,82,12,0,0.995144,0.00218518,0
1166,1671,80,231,1,0,0,0,0,-0.621144,0.829515,0
1167,1389,68,121,0,0,0,0,0,0.968159,0.0143286,0
1168,5335,465,239,1,0,0,0,0,0.999724,0.000124239,0
1169,1541,174,206,1,0,0,0,1,0.999977,1.02592e-05,0
1170,2209,339,172,0,0,0,0,0,-0.601476,0.820664,0
1171,70,3,1,1,0,0,0,0,0.982578,0.00783988,0
1172,2892,184,1713,1,0,0,0,0,-0.249246,0.662161,0
1173,4243,90,11000,1,1,0,0,1,0.0,0.429544,0
1174,6342,621,162,1,0,0,0,1,0.973105,0.0121025,0
1175,20044,1078,961,1,0,2,0,0,-0.9978,0.99901,0
1176,12358,207,504,1,0,0,0,1,0.0,0.440974,0
1177,268,224,54,1,0,0,0,0,0.961683,0.0172425,0
1178,520,160,45,1,0,0,0,0,0.97979,0.00909445,0
1179,7620,575,499,1,0,0,0,1,0.980332,0.00885061,0
1180,1750,108,391,0,0,0,0,0,0.999837,7.3548e-05,0
1181,268,345,56,1,0,0,0,1,0.917801,0.0369898,0
1182,30,25,1,0,0,0,0,1,0.998093,0.000858072,0
1183,3218,468,14000,1,1,0,0,1,0.57242,0.192411,0
1184,13902,1027,351,1,0,0,2,0,-0.994076,0.997334,0
1185,48,21,8,1,0,9,0,1,0.999822,7.98285e-05,0
1186,32787,1176,23000,1,1,0,0,0,-0.999622,0.99983,0
1187,3260,212,225,1,0,0,0,0,-0.777263,0.899768,0
1188,33265,54,51000,1,0,0,0,0,0.529507,0.211722,0
1189,148,195,186,0,0,0,0,0,0.875937,0.0558283,0
1190,76,413,90,0,0,0,0,1,0.999741,0.000116524,0
1191,436,1029,28,0,0,0,0,0,0.997789,0.000994795,0
1192,31474,4,285,0,1,1,1,0,0.836237,0.0736932,0
1193,2193,334,1177,1,1,0,0,0,0.685268,0.141629,0
1194,1,4,1,0,0,5,2,1,-0.999834,0.999925,0
1195,18185,122,799000,1,1,1,0,1,0.727487,0.122631,0
1196,3362,337,251,1,1,452,21,1,-0.998893,0.999502,0
1197,423,90,157,1,0,0,0,0,0.762936,0.106679,0
1198,239,26,29,0,0,0,0,0,-0.462487,0.758119,0
1199,2,36,3,0,0,0,0,1,0.848792,0.0680437,0
1200,6705,452,70000,1,1,3,0,1,-0.939502,0.972776,0
1201,4673,282,9046,1,0,18,8,1,0.791567,0.0937947,0
1202,158155,3906,19103000,1,1,34,6,1,0.948279,0.0232743,0
1203,126771,1941,6443000,1,1,33,12,1,0.608186,0.176316,0
1204,8663,1012,1322000,1,1,713,54,1,0.811036,0.0850339,0
1205,12946,411,24000,1,1,2987,192,1,-0.990437,0.995697,0
1206,10642,480,1457000,1,1,602,252,1,0.425845,0.25837,0
1207,8258,417,2169000,1,1,40,20,1,0.928798,0.0320411,0
1208,4415,417,515000,1,1,1550,127,1,0.98595,0.00632243,0
1209,91894,437,22969000,1,1,481,86,0,-0.856443,0.935399,0
1210,114850,1477,10663000,1,1,66,20,1,0.660627,0.152718,0
1211,135628,2042,17987000,1,1,124,25,1,-0.967071,0.985182,0
1212,162583,2738,131000000,1,1,51560,4262,0,0.0,0.610819,0
1213,162583,2738,131000000,1,1,6658,1001,1,0.0,0.549094,0
1214,162583,2738,131000000,1,1,6653,950,1,-0.733825,0.880221,0
1215,162583,2738,131000000,1,1,459604,57657,1,0.785181,0.0966685,0
1216,114850,1477,10663000,1,1,40,12,1,-0.523434,0.785545,0
1217,152859,3063,151000000,1,1,3192,695,1,-0.363139,0.713413,0
1218,120671,434,6064000,1,1,916,466,1,-0.925951,0.966678,0
1219,134135,1153,379000,1,1,2,0,0,0.953538,0.020908,0
1220,62816,100,887000,1,1,0,0,0,-0.448452,0.751803,0
1221,9515,1951,30000,1,1,2,6,1,-0.751534,0.88819,0
1222,9032,659,183,1,0,0,0,0,0.0,0.600072,0
1223,2459,505,121000,1,0,0,0,0,0.516235,0.217694,0
1224,134,93,7,1,0,2,0,1,0.0,0.580305,0
1225,3844,1273,1262,1,1,0,0,1,-0.962313,0.983041,0
1226,4051,548,78,1,0,0,0,1,-0.739456,0.882755,0
1227,4582,453,977,1,0,0,0,0,0.205701,0.357435,0
1228,88112,88,236000,1,1,1,0,0,-0.903924,0.956766,0
1229,37,861,134,0,0,0,0,1,0.995922,0.00183504,0
1230,8048,1454,2003,1,1,5,0,1,-0.877759,0.944991,0
1231,106359,483,1957000,1,1,7,1,1,0.963228,0.0165476,0
1232,20195,74,341000,1,1,8,1,0,0.636129,0.163742,0
1233,36571,301,2437000,1,1,48,17,1,0.642313,0.160959,0
1234,3677,384,613000,1,1,458,71,1,0.0,0.449408,0
1235,4,37,3,0,0,17,0,1,-0.995087,0.997789,0
1236,269,174,14000,1,1,14,5,1,0.330597,0.301231,0
1237,677,10,26,1,0,0,0,0,0.606039,0.177282,0
1238,739,353,140,1,0,3,2,1,0.554934,0.20028,0
1239,82572,801,353,0,0,0,0,0,0.426531,0.258061,0
1240,22,39,1,0,0,0,2,1,0.99994,2.70069e-05,0
1241,134,93,7,1,0,0,0,1,0.0,0.580305,0
1242,98,21,221,1,0,0,0,1,0.902455,0.043895,0
1243,638,114,72,1,0,1,0,0,0.999871,5.79355e-05,0
1244,31,138,8,0,0,0,0,0,0.99913,0.000391751,0
1245,4270,164,205,1,0,4,0,1,-0.999127,0.999607,0
1246,152,162,63,1,0,0,0,0,0.999981,8.35326e-06,0
1247,47,40,4,1,0,1,1,0,0.0,0.469933,0
1248,12946,411,24000,1,1,2979,192,1,-0.990437,0.995697,0
1249,10642,480,1457000,1,1,601,252,1,0.425845,0.25837,0
1250,4415,417,515000,1,1,1493,123,1,0.98595,0.00632243,0
1251,111698,1072,15783000,1,1,1010,205,1,0.7679,0.104445,0
1252,1325,64,2424000,1,1,435,34,1,-0.968616,0.985877,0
1253,9140,86,9154,1,0,101,1,1,0.962705,0.0167828,0
1254,7088,199,259000,1,1,1238,123,0,0.88456,0.0519482,0
1255,102286,5069,1945000,1,1,36,9,1,0.678303,0.144764,0
1256,7097,577,142000,1,1,2,0,0,-0.989351,0.995208,0
1257,31474,4,285,0,1,1,0,0,0.0,0.394992,0
1258,338,187,283,1,0,0,0,1,0.0,0.504703,0
1259,7961,521,10000,1,1,4,5,0,0.0,0.621215,0
1260,12,147,68,1,0,0,0,1,-0.930177,0.96858,0
1261,23857,242,36000,1,1,0,0,1,-0.99079,0.995855,0
1262,7887,869,1071,1,0,0,0,0,-0.943765,0.974694,0
1263,4184,189,453,1,1,0,1,0,-0.99791,0.999059,0
1264,15896,243,1093000,1,1,168,41,0,0.584451,0.186997,0
1265,248132,1758,104000000,1,1,115,19,1,-0.999128,0.999608,0
1266,73454,720,1031000,1,1,1038,40,0,0.998097,0.000856398,0
1267,5440,102,415000,1,1,80,31,1,0.671116,0.147998,0
1268,49990,392,1864000,1,1,93,8,1,0.0,0.370714,0
1269,11776,146,513000,1,1,98,5,1,0.999371,0.000283237,0
1270,43260,3036,2692000,1,1,233,34,1,-0.701492,0.865671,0
1271,51588,1204,5458000,1,0,63,3,1,0.999173,0.000372052,0
1272,32255,452,450000,1,1,562,57,0,0.0,0.561059,0
1273,2741,70,571000,1,1,106,14,1,0.786905,0.0958925,0
1274,9500,323,225,1,1,2,0,1,0.999477,0.000235375,0
1275,1744,1806,102,0,0,1,0,0,0.999951,2.21513e-05,0
1276,1961,986,403,1,0,0,0,1,-0.95073,0.977828,0
1277,70,3,1,1,0,0,0,1,-0.996078,0.998235,0
1278,2010,443,176,1,0,0,0,0,0.997099,0.00130553,0
1279,2827,1271,10000,1,1,0,0,1,0.997297,0.00121649,0
1280,512,395,16,1,0,0,0,1,-0.556209,0.800294,0
1281,1291,17,12,1,0,0,0,1,0.0,0.45666,0
1282,4692,395,349,1,0,0,0,0,0.997854,0.000965645,0
1283,1453,431,301,0,0,0,0,1,0.978023,0.00988955,0
1284,6806,496,93000,1,1,0,0,1,0.626007,0.168297,0
1285,746,314,1745,1,0,0,1,1,-0.807648,0.913442,0
1286,3815,211,8572,1,0,8,5,1,0.0,0.577929,0
1287,42,349,32,1,0,0,0,0,0.717063,0.127322,0
1288,626,171,26,0,0,0,0,1,0.935874,0.0288569,0
1289,1297,397,105000,1,1,0,0,1,-0.60761,0.823424,0
1290,17777,373,11000,1,1,4,0,0,-0.806553,0.912949,0
1291,14669,89,11000,1,1,122,14,0,-0.998895,0.999503,0
1292,8489,694,116000,1,1,157,56,1,0.0,0.377967,0
1293,19430,182,291000,1,1,321,45,0,0.99231,0.00346068,0
1294,1935,658,151,1,0,77,2,1,-0.818517,0.918333,0
1295,27565,694,452000,1,1,114,2,1,0.928073,0.032367,0
1296,196595,438,8173000,1,1,222,30,1,0.616895,0.172397,0
1297,41036,200,1314000,1,1,20,6,1,-0.999497,0.999774,0
1298,447,65,101,1,0,45,2,0,-0.239558,0.657801,0
1299,131189,354,18052000,1,1,31944,2723,1,0.897602,0.0460792,0
1300,42283,766,1205000,1,1,277,27,1,0.980308,0.00886149,0
1301,151135,1932,95474000,1,1,1790,362,1,0.865464,0.0605411,0
1302,49130,1522,538000,1,1,370,96,0,-0.500735,0.775331,0
1303,161235,1471,26734000,1,1,145,31,1,0.0,0.516927,0
1304,15815,873,1017000,1,1,252,92,1,-0.445635,0.750536,0
1305,117458,712,30929000,1,1,43658,3897,0,-0.839982,0.927992,0
1306,178280,1267,18931000,1,1,136,65,1,-0.635678,0.836055,0
1307,31595,7,1050000,1,1,102,24,1,-0.99781,0.999014,0
1308,492,347,73,1,0,2,0,1,0.999939,2.76012e-05,0
1309,4244,13920,29000,1,1,0,0,1,0.905519,0.0425162,0
1310,4599,560,1381,1,0,0,0,0,-0.544211,0.794895,0
1311,10242,1909,451000,0,1,0,0,0,0.83382,0.0747811,0
1312,264,153,180,1,0,2,0,1,0.999797,9.13654e-05,0
1313,7902,334,230,1,0,0,0,0,-0.999993,0.999997,0
1314,16,337,51,1,0,0,0,0,0.0,0.586041,0
1315,31,32,4,1,0,0,0,0,0.890182,0.0494182,0
1316,288,240,71,0,0,11,11,1,0.977155,0.0102802,0
1317,94,644,1473,1,0,0,0,0,0.301836,0.314174,0
1318,202,119,23,0,0,0,0,0,0.0,0.535208,0
1319,65861,679,2561,0,1,1,0,1,-0.956089,0.98024,0
1320,5383,938,1386,1,0,0,0,1,0.999805,8.7705e-05,0
1321,6397,555,1804000,1,1,86,112,0,0.0,0.540748,0
1322,5486,587,80000,1,1,6,4,1,0.437953,0.252921,0
1323,1492,611,282,1,1,5,0,1,-0.935888,0.97115,0
1324,32320,351,1541000,1,1,1,1,1,0.987852,0.00546656,0
1325,7152,88,571000,1,1,6,0,1,0.861769,0.062204,0
1326,108490,39,2187000,1,1,10,2,1,-0.997358,0.998811,0
1327,228,117,218,1,0,14,23,1,0.994921,0.00228571,0
1328,9070,202,119000,1,1,23,22,1,0.919755,0.0361103,0
1329,77986,897,321000,1,1,5,2,0,0.925593,0.0334831,0
1330,26247,1130,651000,1,1,8,2,0,0.0,0.516472,0
1331,5338,158,811000,1,1,43,11,0,0.0,0.488585,0
1332,43932,251,160000,1,1,219,13,1,-0.992526,0.996637,0
1333,141173,1049,12737000,1,1,111,21,1,0.766805,0.104938,0
1334,67252,1712,1179000,1,1,16,9,0,0.997686,0.00104134,0
1335,55391,659,1569000,1,1,28,6,1,0.987303,0.00571363,0
1336,158154,3906,19103000,1,1,59,22,1,0.0,0.377132,0
1337,156154,4410,27352000,1,1,141,41,1,0.496489,0.22658,0
1338,43932,251,160000,1,1,60,13,1,-0.995737,0.998082,0
1339,300,275,4,1,0,79,0,0,0.91577,0.0379033,0
1340,4,32,1,0,0,64,1,1,0.992438,0.00340295,0
1341,95726,940,1892000,1,1,3,0,1,0.97253,0.0123616,0
