微博数,关注数,粉丝数,introduction,是否认证,点赞数,评论数,是否包含特殊符号,positive_prob,sentiment,confidence,negative_prob,abnormal
2494,349,250000,1,0,122,4,0,0.0116481,0,0.974115,0.988352,0
2093,26,163000,1,1,86,3,1,0.0161575,0,0.964094,0.983842,0
37847,19006,534000,1,1,8,1,0,0.886885,2,0.748633,0.113115,0
32,76,3,1,0,87,1,1,0.000326818,0,0.999274,0.999673,0
373,926,1447,1,0,33,0,1,0.0157918,0,0.964907,0.984208,0
18658,510,128000,1,1,6,0,0,0.0328507,0,0.926998,0.967149,0
13552,578,21000,1,1,45,3,1,0.949525,2,0.887833,0.0504752,0
26743,2168,202000,1,0,208,18,0,0.0458764,0,0.898052,0.954124,0
589,388,101000,1,1,22,14,1,0.999982,2,0.99996,1.80653E-05,0
62,104,56,0,0,17,0,0,0.0661716,0,0.852952,0.933828,0
2324,1172,231,1,0,37,2,0,0.0454134,0,0.899081,0.954587,0
42819,596,604000,1,1,582,70,1,0.0545878,0,0.878694,0.945412,0
2884,25,1691,1,0,10,8,1,0.987821,2,0.972936,0.0121788,0
14761,694,11000,1,1,32,0,1,0.114445,0,0.745677,0.885555,0
794,269,334,1,0,3,0,1,0.999914,2,0.999809,8.58248E-05,0
115,983,1373,1,0,6,20,1,0.998047,2,0.995659,0.00195334,0
50,133,137,1,0,17,1,1,0.997385,2,0.994189,0.00261502,0
35422,1689,4374,1,0,15,8,1,0.999925,2,0.999833,7.50223E-05,0
206160,20000,626000,1,1,4,2,1,0.999969,2,0.999932,3.05319E-05,0
79239,839,11150000,1,1,4,3,1,0.651163,2,0.224806,0.348837,0
2561,237,58,0,0,0,0,0,0.742686,2,0.428192,0.257314,0
207,65,10,1,0,0,0,1,0.473284,1,0.465674,0.526716,0
521,231,16,1,0,0,0,1,0.99998,2,0.999955,2.01919E-05,0
99043,6162,122000,0,1,0,0,0,0.935158,2,0.855906,0.0648424,0
218,8,3,0,0,0,0,1,0.622514,2,0.161142,0.377486,0
4860,621,718,0,0,1,2,1,0.999488,2,0.998862,0.000512118,0
199,85,159,1,0,0,0,0,0.0150509,0,0.966554,0.984949,0
257,478,186,1,0,0,0,0,0.832828,2,0.628507,0.167172,0
12734,107,183000,1,1,109,20,1,0.806499,2,0.569997,0.193501,0
61527,539,5173000,1,1,28,24,1,0.959206,2,0.909347,0.040794,0
309852,839,48101000,1,1,26,7,1,0.225093,0,0.499792,0.774907,0
94841,1303,5003000,1,1,15,5,1,0.000121893,0,0.999729,0.999878,0
136146,1027,3624000,1,1,33,12,1,0.999393,2,0.99865,0.000607513,0
114850,1477,10662000,1,1,82,19,0,0.496457,1,0.929137,0.503543,0
73387,531,57000,1,1,66,17,1,0.759989,2,0.466643,0.240011,0
1923,60,355000,1,1,388,53,1,0.996013,2,0.99114,0.00398719,0
519,377,251,1,0,0,0,1,0.999356,2,0.998569,0.000643728,0
6,132,10,1,0,0,0,1,0.999682,2,0.999293,0.000318058,0
92429,971,281000,1,1,42,14,0,0.337939,0,0.249025,0.662061,0
1604,93,145,1,0,0,0,0,0.139464,0,0.69008,0.860536,0
446,114,61,1,0,0,0,0,0.971635,2,0.936966,0.0283654,0
954,805,100,1,0,0,0,0,0.999949,2,0.999886,0.000051275,0
73,57,6,1,0,1,0,1,0.000157593,0,0.99965,0.999842,0
326,230,281,1,0,0,0,0,0.880998,2,0.735551,0.119002,0
82200,951,3662,1,1,0,0,1,0.900576,2,0.779058,0.0994239,0
3622,530,27,0,0,0,0,1,0.903319,2,0.785152,0.0966815,0
5895,883,4336,1,1,0,1,0,1.92086E-05,0,0.999957,0.999981,0
94,544,759,1,1,0,0,1,0.169147,0,0.624117,0.830853,0
178159,4310,687000,1,1,1,0,0,0.959979,2,0.911065,0.0400208,0
17945,375,8827,1,1,5,0,1,0.997993,2,0.99554,0.00200717,0
2492,474,2022,1,1,0,0,0,0.487448,1,0.748958,0.512552,0
8,35,7,1,0,1,7,1,0.00074752,0,0.998339,0.999252,0
398,531,5046,1,0,5,0,0,0.995162,2,0.989248,0.00483834,0
6642,812,293,1,0,4,0,1,0.855571,2,0.679047,0.144429,0
11708,322,147000,1,1,3,0,1,0.523605,1,0.527906,0.476395,0
171840,397,64951000,1,1,21,19,1,0.986262,2,0.969471,0.0137382,0
92430,971,281000,1,1,140,29,1,0.871931,2,0.715402,0.128069,0
15362,384,3153000,1,1,28,1,1,0.991331,2,0.980735,0.00866914,0
7070,701,3411000,1,1,31,10,0,0.00173223,0,0.996151,0.998268,0
151136,1932,95474000,1,1,23,1,0,0.990702,2,0.979337,0.00929841,0
9587,253,951000,1,1,0,0,1,0.354989,0,0.211134,0.645011,0
30513,995,3791000,1,1,0,0,1,0.00290914,0,0.993535,0.997091,0
3156,174,13000,1,1,3,2,0,0.995653,2,0.99034,0.00434681,0
6297,552,3981,1,1,1,0,0,0.000187512,0,0.999583,0.999812,0
1454,1488,245,1,0,0,0,1,0.0400168,0,0.911074,0.959983,0
71,44,4,0,0,0,0,0,0.998337,2,0.996305,0.00166262,0
558,571,255,1,0,0,0,1,0.974461,2,0.943247,0.0255386,0
2850,159,638,1,0,0,0,0,0.0734153,0,0.836855,0.926585,0
19522,298,6967,0,1,0,0,1,0.68402,2,0.297822,0.31598,0
101,42,19,1,0,0,0,1,0.873809,2,0.719576,0.126191,0
435,111,41,1,0,0,0,0,0.407565,0,0.0942993,0.592435,0
368,211,43,0,0,5,4,0,0.00228953,0,0.994912,0.99771,0
1203,324,4954,1,0,0,0,0,0.998307,2,0.996237,0.00169348,0
203,443,125,0,0,2,0,0,0.0198019,0,0.955996,0.980198,0
44,271,351,1,0,1,4,0,0.918098,2,0.817995,0.0819022,0
1958,0,16000,1,0,48,4,1,0.677741,2,0.283869,0.322259,0
83239,1583,377000,1,1,7,5,1,0.00586793,0,0.98696,0.994132,0
1169,152,16000,1,0,36,14,1,0.936222,2,0.858272,0.0637776,0
2866,816,318,1,0,15,0,1,0.949598,2,0.887996,0.0504017,0
71476,442,688000,1,1,2,8,1,0.374212,0,0.168418,0.625788,0
1,5,1,0,0,16,1,1,4.32762E-05,0,0.999904,0.999957,0
3624,94,118000,1,1,9,0,1,0.0910787,0,0.797603,0.908921,0
1186,759,296,1,0,28,0,1,0.000336903,0,0.999251,0.999663,0
8248,96,518000,1,1,5,3,0,0.801368,2,0.558596,0.198632,0
12227,383,206000,1,1,42,27,0,0.000860089,0,0.998089,0.99914,0
22,55,4,0,0,26,3,0,0.920285,2,0.822855,0.0797153,0
14042,2381,380000,1,1,5,5,1,0.649133,2,0.220296,0.350867,0
13763,96,15000,1,1,37,15,1,0.0432701,0,0.903844,0.95673,0
57,155,8,0,0,17,4,1,0.0811492,0,0.819668,0.918851,0
9582,881,303000,1,1,66,6,0,0.437531,0,0.0277091,0.562469,0
279,122,118,0,0,31,2,0,0.819881,2,0.599735,0.180119,0
59347,1389,1033000,1,1,11,3,1,0.0016286,0,0.996381,0.998371,0
9286,455,153,1,0,34,0,0,0.0053612,0,0.988086,0.994639,0
82945,218,7859000,0,1,8,2,1,0.59526,2,0.100579,0.40474,0
1599,152,79,0,0,0,0,1,0.898996,2,0.775547,0.101004,0
1971,1001,384,1,0,0,0,1,0.00136358,0,0.99697,0.998636,0
483,49,193,0,0,0,0,0,0.451705,1,0.034107,0.548295,0
193,519,115,1,0,0,0,0,0.963562,2,0.919026,0.0364382,0
205,147,14,0,0,4,3,1,0.851603,2,0.670229,0.148397,0
434,202,203,1,0,0,0,0,0.00859417,0,0.980902,0.991406,0
7643,473,148000,1,1,19,5,0,0.113678,0,0.747381,0.886322,0
3303,48,317,1,0,0,0,1,0.972624,2,0.939166,0.0273755,0
271,171,3,0,0,0,0,1,0.121477,0,0.73005,0.878523,0
27743,1780,206000,1,1,2,0,1,0.40937,0,0.0902882,0.59063,0
100697,6,126000,1,0,247,19,0,4.62823E-05,0,0.999897,0.999954,0
104,35,5,0,0,85,1,1,0.0705233,0,0.843281,0.929477,0
4979,291,188,0,0,51,15,1,0.998206,2,0.996013,0.00179419,0
134135,1153,379000,1,1,0,0,1,0.0719551,0,0.8401,0.928045,0
49456,411,141000,1,1,9,5,1,0.0067823,0,0.984928,0.993218,0
53857,298,1782000,1,1,6,0,0,0.804034,2,0.564519,0.195966,0
8958,4956,8292,1,0,0,0,0,0.928803,2,0.841785,0.0711968,0
1704,681,116,1,0,0,0,0,0.679648,2,0.288106,0.320352,0
3220,468,14000,1,1,0,0,1,0.807589,2,0.57242,0.192411,0
16192,1902,12000,1,1,3,1,1,0.999773,2,0.999496,0.000227026,0
474,380,1149,1,0,1,6,0,0.999932,2,0.999849,0.000067913,0
13898,9,211000,0,1,13,1,1,0.704106,2,0.342457,0.295894,0
180159,884,25164000,1,1,11,3,1,0.0733751,0,0.836944,0.926625,0
12770,792,155000,1,1,225,18,1,0.982806,2,0.961791,0.0171942,0
2137,70,1072000,1,1,1364,208,1,0.737724,2,0.417164,0.262276,0
553,77,196000,1,1,594,125,1,0.990575,2,0.979056,0.00942492,0
35423,876,987000,1,1,39,5,0,0.955862,2,0.901916,0.0441376,0
38215,313,873000,1,1,203,11,0,0.00122011,0,0.997289,0.99878,0
13956,397,137000,1,1,53,15,0,0.460777,1,0.215545,0.539223,0
139933,2461,3858000,1,1,90,14,1,0.00109591,0,0.997565,0.998904,0
537,1317,462,1,0,1,0,1,0.87508,2,0.7224,0.12492,0
1680,380,311,1,0,0,0,0,0.974849,2,0.944109,0.0251509,0
3541,220,36,1,0,1,0,0,0.997568,2,0.994596,0.00243194,0
1690,229,571,1,0,0,0,0,0.900628,2,0.779173,0.0993723,0
1279,225,42,1,0,6,0,1,0.744979,2,0.433286,0.255021,0
2783,446,431,1,0,0,0,1,0.999844,2,0.999654,0.000155619,0
1769,206,119,1,0,0,0,0,0.98749,2,0.9722,0.01251,0
467,208,131,1,0,0,0,0,0.976866,2,0.948592,0.0231338,0
206,38,16,1,0,1,0,1,0.268041,0,0.404354,0.731959,0
677,722,838,1,1,0,0,1,0.142185,0,0.684033,0.857815,0
96608,1034,2760000,1,1,0,0,1,0.607179,2,0.127065,0.392821,0
230649,1293,3020000,1,1,17,4,1,0.746881,2,0.437514,0.253119,0
146622,2432,46500000,1,1,20,4,1,0.690785,2,0.312856,0.309215,0
27,95,36,1,0,1,0,0,0.949034,2,0.886742,0.0509663,0
11982,50,85,1,0,0,0,1,0.916642,2,0.81476,0.0833578,0
436,112,6,1,0,0,0,1,0.000842383,0,0.998128,0.999158,0
1662,580,691,1,0,0,0,0,0.564597,2,0.0324382,0.435403,0
2246,1073,181,1,0,0,1,0,0.000433951,0,0.999036,0.999566,0
13,163,15,0,0,0,0,0,0.99954,2,0.998977,0.000460485,0
19393,255,77000,1,1,0,0,1,0.152029,0,0.662158,0.847971,0
10230,587,76000,1,0,87,28,1,0.000532722,0,0.998816,0.999467,0
2697,450,339,1,0,0,0,0,0.503542,1,0.929165,0.496458,0
6409,363,69,1,0,0,0,1,0.0212441,0,0.952791,0.978756,0
1165,502,532,1,0,0,0,1,0.980498,2,0.956663,0.0195019,0
136,25,4,0,0,0,0,0,0.998089,2,0.995752,0.00191145,0
14,96,82,1,0,0,0,0,0.0300747,0,0.933167,0.969925,0
678,623,515,1,0,0,0,0,0.972628,2,0.939173,0.0273721,0
5607,1921,9524,1,0,0,0,1,0.00306741,0,0.993184,0.996933,0
549,398,75,1,0,0,0,0,0.999765,2,0.999479,0.00023458,0
1,4,1,0,0,31,3,1,7.47371E-05,0,0.999834,0.999925,0
14746,6257,242000,1,1,83,12,0,0.997815,2,0.995144,0.00218518,0
9449,602,150000,1,1,199,36,1,6.01963E-05,0,0.999866,0.99994,0
171840,397,64951000,1,1,17,3,1,0.942401,2,0.872003,0.0575987,0
4842,109,2088000,1,1,23,14,1,0.226683,0,0.49626,0.773317,0
8141,504,263000,1,0,196,12,1,0.735819,2,0.41293,0.264182,0
74831,371,15000,1,1,25,4,1,0.996191,2,0.991536,0.00380864,0
32299,1286,160000,1,1,120,63,1,0.99894,2,0.997645,0.00105972,0
8914,2623,581,1,0,0,0,0,0.100405,0,0.776878,0.899595,0
24768,412,1030000,1,1,1,0,1,0.955247,2,0.900549,0.0447529,0
213,105,55,1,0,0,0,0,0.623259,2,0.162798,0.376741,0
740,119,11000,1,1,1,0,0,0.250588,0,0.443137,0.749412,0
3074,393,555,1,0,0,0,0,0.992196,2,0.982657,0.00780416,0
16519,990,409000,1,1,2,0,1,0.999978,2,0.999951,2.22827E-05,0
16484,4986,19000,0,0,4,11,0,0.905823,2,0.790717,0.0941775,0
2614,461,430,1,0,0,0,0,0.479358,1,0.587155,0.520642,0
1445,196,21,1,0,1,0,0,0.971253,2,0.936118,0.0287467,0
82,387,117,1,0,0,0,1,0.999476,2,0.998835,0.000524086,0
34586,112,562000,1,1,3,3,1,0.992249,2,0.982775,0.00775136,0
5208,338,17000,1,1,0,1,0,0.938824,2,0.864053,0.0611763,0
523,174,42,0,0,0,0,0,0.033788,0,0.924916,0.966212,0
3687,568,464,1,0,0,0,0,0.0046568,0,0.989652,0.995343,0
134135,1153,379000,1,1,1,0,0,0.979092,2,0.953538,0.020908,0
62814,100,887000,1,1,0,0,0,0.248197,0,0.448452,0.751803,0
37673,3236,697000,1,1,1,1,0,0.689557,2,0.310126,0.310443,0
687,136,167,1,0,0,0,0,0.584995,2,0.0777664,0.415005,0
16888,7829,169000,1,1,14,2,0,0.710743,2,0.357207,0.289257,0
11086,312,893000,1,1,2,1,1,0.989781,2,0.97729,0.0102195,0
184002,1273,25521000,1,1,2,0,1,0.723694,2,0.385986,0.276306,0
805,94,964,1,0,10,4,0,0.934852,2,0.855226,0.0651481,0
23576,1644,462000,1,1,4,5,1,0.137296,0,0.694897,0.862704,0
7124,5067,1013000,1,1,7,1,1,0.978585,2,0.952411,0.021415,0
7124,5067,1013000,1,1,7,1,1,0.078427,0,0.825718,0.921573,0
1161,161,128000,1,1,10,0,0,0.0833509,0,0.814776,0.916649,0
62430,441,128000,1,1,1,1,1,0.970341,2,0.934091,0.0296591,0
74,181,74,1,0,0,2,0,0.000344755,0,0.999234,0.999655,0
936,6,1,1,0,0,0,1,0.00439248,0,0.990239,0.995608,0
146,6,1,0,0,0,0,0,0.860875,2,0.690833,0.139125,0
1164,282,96,1,0,0,0,0,0.111993,0,0.751126,0.888007,0
9812,35,177000,1,1,6,0,1,0.892173,2,0.760385,0.107827,0
120,188,3,0,0,0,0,1,0.00421881,0,0.990625,0.995781,0
2041,14246,2126000,1,1,0,1,1,0.999985,2,0.999966,1.55011E-05,0
6724,127,515,1,1,0,0,0,0.14676,0,0.673867,0.85324,0
228,274,13,1,0,0,0,1,0.959773,2,0.910606,0.0402272,0
631,351,425,1,0,0,0,1,0.997135,2,0.993632,0.00286542,0
5242,556,1915,1,1,3,2,0,0.991424,2,0.980943,0.00857564,0
24707,520,1641000,1,1,1,0,1,0.999687,2,0.999305,0.000312713,0
767,120,314,1,0,0,0,1,0.998382,2,0.996405,0.00161795,0
2908,175,134000,1,0,16,7,0,0.811604,2,0.581342,0.188396,0
135,262,295,1,0,0,0,0,0.989181,2,0.975959,0.0108187,0
3816,211,8572,1,0,56,24,1,0.959942,2,0.910982,0.0400584,0
1893,280,72,0,0,0,0,0,0.961547,2,0.914548,0.0384534,0
69,13,2,0,0,0,0,1,0.00417148,0,0.99073,0.995829,0
39086,271,22026000,1,1,18,2,1,0.990399,2,0.978664,0.00960128,0
10227,111,700000,1,1,32,6,1,0.00233889,0,0.994802,0.997661,0
16363,730,1212,1,1,193,80,0,0.613729,2,0.14162,0.386271,0
268,152,190,1,0,0,0,1,0.999931,2,0.999847,6.86631E-05,0
264,144,37,1,0,12,6,0,0.616595,2,0.147988,0.383405,0
522,141,577,1,0,0,0,0,0.997201,2,0.993779,0.00279939,0
291,307,322,1,0,0,0,0,0.610156,2,0.133679,0.389844,0
336,404,1309,1,1,4,0,0,0.339065,0,0.246523,0.660935,0
5648,273,121000,1,0,19,15,0,0.013781,0,0.969375,0.986219,0
4270,164,205,1,0,0,0,0,0.940485,2,0.867745,0.0595149,0
43336,221,705,1,1,9,0,1,0.421023,0,0.0643938,0.578977,0
1493,22,203000,1,0,202,27,1,0.999561,2,0.999025,0.000438591,0
41292,277,810000,1,1,57,15,0,0.998232,2,0.996072,0.0017676,0
11370,724,38000,1,1,3,1,0,0.828151,2,0.618113,0.171849,0
22051,280,884000,1,1,5,0,1,0.0127955,0,0.971566,0.987204,0
5588,287,25,1,0,5,2,1,0.0152562,0,0.966097,0.984744,0
2494,349,250000,1,0,120,4,0,0.0116481,0,0.974115,0.988352,0
9669,321,11000,1,1,133,7,0,0.623417,2,0.16315,0.376582,0
10517,437,67000,1,1,49,6,1,0.921047,2,0.824548,0.0789532,0
89010,1702,2685000,1,1,18,3,0,0.964267,2,0.920593,0.0357331,0
67,242,14000,1,0,28,12,1,0.812655,2,0.583677,0.187345,0
5187,237,2046000,1,1,65,44,1,0.491113,1,0.822258,0.508887,0
638,188,11,1,0,10,0,1,0.0194081,0,0.956871,0.980592,0
117460,712,30929000,1,1,21,0,1,0.574448,2,0.0543295,0.425552,0
82197,16622,56000,1,0,3,2,0,0.998903,2,0.997563,0.00109687,0
385,10,2826,1,0,60,11,0,0.0813772,0,0.819162,0.918623,0
7,201,3,0,0,3,0,1,0.000350038,0,0.999222,0.99965,0
11776,146,513000,1,1,3,0,1,0.998972,2,0.997716,0.00102758,0
563,213,144,1,0,0,0,1,0.999042,2,0.99787,0.000958394,0
612,536,161,1,0,0,0,0,0.0474477,0,0.894561,0.952552,0
34,246,22,0,0,3,2,0,0.999829,2,0.99962,0.000170957,0
1605,92,128,1,0,0,0,1,0.000633872,0,0.998591,0.999366,0
17766,2024,72000,1,1,5,3,1,0.0106412,0,0.976353,0.989359,0
302,25,1,1,0,0,1,1,0.714309,2,0.365131,0.285691,0
132,25,33,1,0,0,0,0,0.43407,0,0.0353997,0.56593,0
239,80,1133,1,1,1,0,0,0.959643,2,0.910319,0.0403566,0
132,222,4,1,0,0,0,0,0.0898822,0,0.800262,0.910118,0
158262,1653,21310000,1,1,25,5,1,0.998792,2,0.997316,0.00120763,0
79240,839,11150000,1,1,6,3,1,0.651163,2,0.224806,0.348837,0
8320,225,163000,1,1,38,5,1,0.0239609,0,0.946754,0.976039,0
7155,342,429000,1,1,2133,176,1,0.0613139,0,0.863747,0.938686,0
16888,7830,169000,1,1,15,2,0,0.710743,2,0.357207,0.289257,0
23576,1644,462000,1,1,9,5,1,0.137296,0,0.694897,0.862704,0
16,7,4443,1,0,0,0,1,0.790015,2,0.533367,0.209985,0
9780,742,1530,1,1,1,2,1,0.61723,2,0.149399,0.38277,0
1610,132,45,1,0,0,0,1,0.000921709,0,0.997952,0.999078,0
8391,664,14000,1,1,0,0,0,0.980662,2,0.957027,0.0193377,0
14720,311,31000,1,1,0,0,1,0.212368,0,0.528071,0.787632,0
958,196,122,1,0,1,0,1,0.118036,0,0.737697,0.881964,0
2770,411,170,1,0,0,0,0,0.277822,0,0.382619,0.722178,0
437,178,114,1,0,0,0,1,0.000311084,0,0.999309,0.999689,0
3046,1072,11000,1,1,0,2,0,0.986925,2,0.970945,0.0130748,0
308,148,29,0,0,0,0,1,0.000218933,0,0.999514,0.999781,0
2781,227,10,1,0,0,0,1,0.995263,2,0.989474,0.00473678,0
565,584,118,1,0,0,0,0,0.89452,2,0.765599,0.10548,0
417,44,67,1,0,1,2,0,0.760339,2,0.46742,0.239661,0
7671,672,590000,1,1,0,0,0,0.109185,0,0.757367,0.890815,0
2216,592,239,1,0,0,0,1,0.996716,2,0.992701,0.00328436,0
332,334,4696,1,0,0,0,0,0.468004,1,0.360079,0.531996,0
598,100,131,0,0,0,1,0,0.000244555,0,0.999457,0.999755,0
1249,156,249,1,0,0,0,0,0.990701,2,0.979336,0.00929893,0
53857,298,1782000,1,1,2,0,0,0.804034,2,0.564519,0.195966,0
132092,4518,1075000,1,1,8,7,0,0.799992,2,0.555537,0.200008,0
560,354,39,1,0,0,0,0,0.00681646,0,0.984852,0.993184,0
10696,2408,269000,1,1,40,1,1,0.151584,0,0.663147,0.848416,0
5510,139,658,1,0,0,0,0,0.999024,2,0.997832,0.000975662,0
1175,215,105,1,0,0,0,0,0.000515551,0,0.998854,0.999484,0
302,110,33,0,0,0,0,1,0.922116,2,0.826924,0.0778841,0
528,321,110,1,0,0,0,1,0.988521,2,0.974491,0.0114791,0
30,0,29000,1,0,0,0,1,0.0122619,0,0.972751,0.987738,0
2287,1210,586,1,0,1,1,0,0.995663,2,0.990361,0.00433751,0
14619,1237,552,1,0,0,0,0,0.174359,0,0.612535,0.825641,0
43126,432,361000,1,1,10,10,1,0.993176,2,0.984836,0.00682365,0
487,46,46,1,0,0,0,1,0.95358,2,0.896845,0.0464199,0
1900,463,4237,1,1,0,2,0,0.0170176,0,0.962183,0.982982,0
41852,2078,51000,1,1,2,0,1,0.0699108,0,0.844643,0.930089,0
18,70,90,0,0,19,4,0,0.878999,2,0.731109,0.121001,0
94909,100,4158000,1,1,0,0,1,0.840197,2,0.644883,0.159803,0
2356,398,11000,1,1,315,42,0,0.999748,2,0.99944,0.000252161,0
2741,70,571000,1,1,93,2,1,0.856135,2,0.6803,0.143865,0
1395,255,4180000,1,1,567,102,1,0.998642,2,0.996983,0.00135757,0
39778,1442,40000,1,0,6,3,1,0.0304208,0,0.932398,0.969579,0
40647,403,1145000,1,1,5,0,1,0.971339,2,0.936309,0.0286609,0
2093,26,163000,1,1,19,1,0,0.0339829,0,0.924483,0.966017,0
21943,2007,1642000,1,1,24,8,1,0.504621,1,0.907576,0.495379,0
175,283,142,1,0,5,3,1,0.773832,2,0.497403,0.226169,0
83141,427,9652,1,1,0,1,0,0.0245865,0,0.945363,0.975414,0
4149,511,196000,1,1,1,0,1,0.356744,0,0.207236,0.643256,0
19,63,42,0,0,0,0,0,0.98573,2,0.968289,0.0142698,0
80959,429,169000,1,0,20,5,1,0.999548,2,0.998995,0.00045213,0
6176,260,28000,1,1,84,8,0,0.822481,2,0.605513,0.177519,0
5748,41,51000,1,1,25,10,1,0.970964,2,0.935477,0.0290355,0
2867,12,51000,1,1,48,3,1,0.0384217,0,0.914618,0.961578,0
40646,67,2072000,1,1,54,27,0,0.159769,0,0.644957,0.840231,0
41478,497,653000,1,1,38,16,1,0.0223024,0,0.950439,0.977698,0
984,167,2116,1,0,20,5,0,0.975448,2,0.94544,0.0245519,0
4601,1693,1415,1,1,9,0,0,0.139269,0,0.690513,0.860731,0
1248,217,97,1,0,55,0,1,0.933628,2,0.852506,0.0663721,0
17799,438,3847000,1,1,44,36,1,0.240677,0,0.465162,0.759323,0
15014,327,2096,1,1,19,3,0,0.0683356,0,0.848143,0.931664,0
2861,230,23000,1,1,15,1,1,0.0128444,0,0.971457,0.987156,0
132538,655,2421000,1,1,92,19,0,0.987913,2,0.973141,0.0120867,0
5445,410,156,0,0,4,3,1,0.00796477,0,0.9823,0.992035,0
2093,26,163000,1,1,16,1,0,0.0339829,0,0.924483,0.966017,0
22870,1349,125000,1,1,13,2,0,0.358827,0,0.202606,0.641173,0
10197,1386,344000,1,1,1,0,1,0.999384,2,0.998631,0.000616111,0
21943,2007,1642000,1,1,21,8,1,0.504621,1,0.907573,0.495379,0
162583,2738,131000000,1,1,10166,1393,1,0.265623,0,0.409727,0.734377,0
21840,920,77000,1,0,229,36,1,0.000633365,0,0.998592,0.999367,0
60107,3010,253000,1,1,132,0,1,0.648157,2,0.218127,0.351843,0
678,169,42000,1,1,830,56,0,0.070319,0,0.843736,0.929681,0
5146,312,1819000,1,1,5412,1146,1,0.355416,0,0.210186,0.644584,0
317917,2751,25052000,1,1,170,46,1,0.984681,2,0.965957,0.0153192,0
37,91,7,1,0,276,53,1,0.0235096,0,0.947757,0.97649,0
158262,1653,21310000,1,1,73,17,1,0.964126,2,0.920279,0.0358745,0
191664,8412,32402000,1,1,178,45,1,0.978747,2,0.952771,0.0212532,0
24355,243,701000,1,1,28,11,1,0.00132844,0,0.997048,0.998672,0
102287,5069,1945000,1,1,36,9,1,0.855236,2,0.678303,0.144764,0
20545,2198,1637,1,0,72,24,1,0.999992,2,0.999983,7.51487E-06,0
16769,3682,1480000,1,1,75,36,1,0.000259491,0,0.999423,0.99974,0
146622,2432,46500000,1,1,30,4,1,0.826824,2,0.615165,0.173176,0
206572,1296,77772000,1,1,8562,1060,1,0.940124,2,0.866942,0.0598762,0
40683,157,1394000,1,1,58,33,1,0.950159,2,0.889242,0.049841,0
4836,56,13000,1,0,240,18,0,0.992481,2,0.98329,0.00751945,0
41519,1399,1618000,1,1,22,5,0,0.916728,2,0.814951,0.083272,0
10642,480,1457000,1,1,581,112,1,0.715471,2,0.367713,0.284529,0
146622,2432,46500000,1,1,1408,180,1,0.995565,2,0.990144,0.0044352,0
20053,109,40000,1,0,0,0,0,0.880711,2,0.734912,0.119289,0
10342,620,214,1,1,0,0,0,0.903242,2,0.784982,0.0967579,0
1921,9,104000,1,1,0,0,0,0.999868,2,0.999708,0.000131491,0
154,536,4,1,0,0,0,1,0.383034,0,0.148814,0.616966,0
183477,7203,13969000,1,1,13,5,0,0.950101,2,0.889112,0.0498994,0
71,121,52,0,0,0,0,1,0.0119845,0,0.973368,0.988015,0
875,322,342,1,0,0,1,0,0.00160957,0,0.996423,0.99839,0
408,91,20,1,0,0,0,1,0.997099,2,0.993552,0.00290145,0
161,404,51,1,0,0,0,1,0.39904,0,0.113245,0.60096,0
9,171,136,1,0,0,0,1,0.000803261,0,0.998215,0.999197,0
1078,421,132,1,0,0,0,0,0.99873,2,0.997177,0.00127016,0
2768,649,16000,1,0,0,0,0,0.997286,2,0.993969,0.00271391,0
747,345,140,1,0,0,0,1,0.499476,1,0.989515,0.500524,0
237,324,190,0,0,0,0,0,0.96829,2,0.929533,0.0317102,0
11458,71,897000,1,1,287,66,1,0.97259,2,0.939089,0.02741,0
1926,384,794,1,1,0,0,1,0.947556,2,0.883458,0.0524438,0
43537,2133,33000,1,1,0,0,1,0.938923,2,0.864274,0.0610768,0
20,424,47,1,0,1,0,1,0.99629,2,0.991756,0.00370985,0
5897,92,324000,1,1,312,11,1,0.228837,0,0.491474,0.771163,0
2444,3555,992,1,0,86,64,1,0.456007,1,0.120136,0.543993,0
10610,618,173000,1,1,47,25,0,0.522767,1,0.544666,0.477233,0
91641,3359,169000,1,1,10,0,1,0.747607,2,0.439127,0.252393,0
317916,2751,25052000,1,1,91,7,1,0.622315,2,0.1607,0.377685,0
114850,1477,10662000,1,1,34,14,1,0.873453,2,0.718784,0.126547,0
82130,629,1079000,1,1,9,6,1,0.980204,2,0.95601,0.0197956,0
3580,347,235000,1,1,112,20,1,0.939493,2,0.865539,0.0605073,0
24864,464,2004,1,1,8,11,0,0.025675,0,0.942944,0.974325,0
3816,211,8572,1,0,2,0,0,0.656207,2,0.236016,0.343793,0
16562,194,32000,0,1,22,7,1,0.990479,2,0.978843,0.00952084,0
35292,439,1058000,1,1,11,8,0,0.0160682,0,0.964293,0.983932,0
9070,202,119000,1,1,19,16,1,0.78669,2,0.525977,0.21331,0
5447,410,156,0,0,5,3,1,0.00796477,0,0.9823,0.992035,0
1082,124,338000,1,1,75,15,1,0.0697565,0,0.844986,0.930243,0
206572,1296,77772000,1,1,51,18,1,0.993307,2,0.985126,0.00669331,0
201091,589,6599000,1,1,821,405,1,0.999082,2,0.99796,0.000918039,0
8359,72,284000,1,1,522,37,0,0.000054677,0,0.999879,0.999945,0
26698,685,3470000,1,1,1,1,1,0.31708,0,0.295377,0.68292,0
141174,1049,12736000,1,1,6,5,1,0.972644,2,0.939209,0.0273558,0
109743,3024,1879000,1,1,183,69,1,0.000218657,0,0.999514,0.999781,0
