序号,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积（平方米）,户型结构,建筑类型,房屋朝向,建筑结构,装修情况,配备电梯,挂牌时间,交易权属,房屋用途,单价（元/平方米）
3864,锦江,静居寺,3室2厅1厨2卫,中楼层 (共18层),120.51,平层,板楼,西南,框架结构,简装,有,44517,商品房,普通住宅,31000
3865,锦江,三圣乡,3室2厅1厨2卫,中楼层 (共11层),135.34,平层,板楼,西北,钢混结构,简装,有,44522,商品房,普通住宅,29800
3866,锦江,东湖,3室1厅1厨1卫,中楼层 (共30层),95.87,平层,塔楼,南 北,钢混结构,其他,有,44524,商品房,普通住宅,29800
3867,锦江,三官堂,2室1厅1厨1卫,高楼层 (共7层),64.85,平层,板楼,东南,混合结构,其他,无,2021/11/25,商品房,普通住宅,7800
3868,锦江,川师,3室2厅1厨1卫,低楼层 (共42层),84.09,平层,塔楼,西,钢混结构,精装,有,44526,商品房,普通住宅,19000
3869,锦江,卓锦城,3室2厅1厨1卫,低楼层 (共34层),78.9,平层,板塔结合,南,钢混结构,精装,有,44523,商品房,普通住宅,16600
3870,锦江,九眼桥,2室1厅1厨1卫,中楼层 (共7层),68.52,平层,板楼,东南,混合结构,其他,无,2021/11/30,商品房,普通住宅,9000
3871,锦江,水碾河,4室2厅1厨3卫,中楼层 (共19层),137.1,跃层,塔楼,北,框架结构,简装,有,44519,商品房,普通住宅,23500
3872,锦江,东光小区,3室2厅1厨1卫,中楼层 (共6层),82.84,平层,板楼,南,混合结构,简装,无,44521,商品房,普通住宅,11800
3873,锦江,合江亭,3室2厅1厨2卫,低楼层 (共24层),151.68,跃层,塔楼,西北,框架结构,简装,有,43613,商品房,普通住宅,30000
3874,锦江,沙河堡,1室1厅1厨1卫,高楼层 (共18层),43.36,平层,塔楼,东南,钢混结构,简装,有,44291,商品房,普通住宅,11000
3875,锦江,九眼桥,3室2厅1厨2卫,高楼层 (共26层),124.69,平层,板塔结合,南 北,框架结构,精装,有,44513,商品房,普通住宅,35000
3876,锦江,合江亭,3室1厅1厨2卫,低楼层 (共7层),113.52,平层,板楼,西南,砖混结构,其他,无,44523,商品房,普通住宅,22500
3877,锦江,莲花,2室2厅1厨1卫,高楼层 (共13层),83.06,平层,板楼,南,框架结构,简装,有,44525,商品房,普通住宅,17800
3878,锦江,合江亭,3室1厅1厨2卫,高楼层 (共33层),130.55,平层,板楼,南,钢混结构,精装,有,44527,商品房,普通住宅,43800
3879,锦江,三官堂,2室1厅1厨1卫,中楼层 (共34层),81.02,平层,板塔结合,南,框架结构,简装,有,44513,商品房,普通住宅,23500
3880,锦江,九眼桥,3室2厅1厨2卫,高楼层 (共18层),120.09,平层,板塔结合,东南,框架结构,精装,有,44528,商品房,普通住宅,28000
3881,锦江,盐市口,3室1厅1厨1卫,高楼层 (共31层),88.56,跃层,板楼,东南,框架结构,简装,有,44518,商品房,普通住宅,15400
3882,锦江,蓝谷地,3室2厅1厨2卫,中楼层 (共6层),127.09,平层,板楼,东南,框架结构,简装,无,44300,商品房,普通住宅,17500
3883,锦江,三官堂,3室2厅1厨1卫,低楼层 (共6层),109.4,平层,板楼,南,未知结构,简装,无,44521,商品房,普通住宅,12000
3884,锦江,莲花,3室2厅1厨1卫,高楼层 (共7层),85.99,平层,板楼,东,混合结构,精装,无,44528,商品房,普通住宅,12500
3885,锦江,九眼桥,3室1厅1厨1卫,高楼层 (共6层),70.98,平层,板塔结合,东南,砖混结构,简装,无,2021/11/19,商品房,普通住宅,8300
3886,锦江,合江亭,2室2厅1厨1卫,低楼层 (共18层),102.2,平层,塔楼,东,框架结构,简装,有,44521,商品房,普通住宅,18000
3887,锦江,合江亭,3室2厅1厨2卫,高楼层 (共7层),109.54,平层,板楼,西南,混合结构,精装,无,44531,商品房,普通住宅,18800
3888,锦江,红星路,2室1厅1厨1卫,高楼层 (共18层),93.92,平层,板塔结合,南,框架结构,精装,有,44521,商品房,普通住宅,33000
3889,锦江,合江亭,3室2厅1厨2卫,高楼层 (共43层),161.93,平层,板塔结合,东南,框架结构,精装,有,44517,商品房,普通住宅,63400
3890,锦江,合江亭,3室1厅1厨1卫,低楼层 (共7层),67.64,平层,板楼,南,混合结构,精装,无,44522,商品房,普通住宅,14300
3891,锦江,东光小区,2室1厅1厨1卫,中楼层 (共6层),71.58,平层,板楼,东南,混合结构,简装,无,44521,商品房,普通住宅,10500
3892,锦江,莲花,2室1厅1厨1卫,中楼层 (共7层),55.97,平层,板楼,东,砖混结构,简装,无,2021/11/22,商品房,普通住宅,6800
3893,锦江,莲花,2室1厅1厨1卫,高楼层 (共7层),63.5,平层,板楼,南,钢混结构,简装,无,2021/11/24,商品房,普通住宅,6500
3894,锦江,卓锦城,2室2厅1厨1卫,中楼层 (共40层),85.63,平层,板塔结合,东南,钢混结构,精装,有,44525,商品房,普通住宅,17900
3895,锦江,盐市口,6室2厅1厨2卫,高楼层 (共9层),248.0,跃层,板楼,南,钢混结构,精装,有,44324,商品房,普通住宅,50000
3896,锦江,合江亭,5室2厅1厨2卫,高楼层 (共28层),220.81,跃层,塔楼,东,框架结构,精装,有,44416,商品房,普通住宅,62000
3897,锦江,合江亭,3室1厅1厨2卫,高楼层 (共7层),134.3,跃层,板楼,南,钢混结构,简装,无,44074,商品房,普通住宅,20800
3898,锦江,琉璃场,1室1厅1厨1卫,低楼层 (共6层),41.94,平层,板楼,南,混合结构,毛坯,无,2021/12/6,商品房,普通住宅,5200
3899,锦江,合江亭,2室2厅1厨2卫,中楼层 (共14层),114.21,平层,板塔结合,北,框架结构,其他,有,44404,商品房,普通住宅,28000
3900,锦江,合江亭,3室2厅1厨2卫,高楼层 (共7层),121.0,跃层,板楼,东,砖混结构,简装,无,44173,商品房,普通住宅,21100
3901,锦江,九眼桥,2室1厅1厨1卫,中楼层 (共32层),55.61,平层,塔楼,东北,框架结构,精装,有,44534,商品房,普通住宅,10800
3902,锦江,三圣乡,2室1厅1厨1卫,低楼层 (共34层),50.23,平层,板塔结合,南,钢混结构,简装,有,44535,商品房,普通住宅,10500
3903,锦江,琉璃场,1室1厅1厨1卫,高楼层 (共6层),39.96,平层,板楼,东南,砖混结构,其他,无,2021/12/6,商品房,普通住宅,5000
3904,锦江,盐市口,2室1厅1厨1卫,低楼层 (共7层),96.62,平层,板楼,北 南,混合结构,其他,无,44537,商品房,普通住宅,30300
3905,锦江,合江亭,3室2厅1厨1卫,高楼层 (共31层),189.54,平层,板塔结合,东南 南,钢混结构,毛坯,有,44464,商品房,普通住宅,66000
3906,锦江,合江亭,5室2厅1厨3卫,高楼层 (共28层),199.28,跃层,板楼,南,框架结构,简装,有,44362,商品房,普通住宅,50600
3907,锦江,九眼桥,2室1厅1厨1卫,低楼层 (共32层),65.84,平层,塔楼,东南,框架结构,精装,有,44536,商品房,普通住宅,12800
3908,锦江,三圣乡,1室1厅1厨1卫,高楼层 (共32层),51.28,平层,板塔结合,东北,钢混结构,精装,有,2021/12/5,限价商品房,普通住宅,9400
3909,锦江,红星路,3室2厅1厨2卫,高楼层 (共18层),129.4,平层,板塔结合,东北,框架结构,简装,有,44119,商品房,普通住宅,39000
3910,锦江,莲花,2室1厅1厨1卫,高楼层 (共7层),70.1,平层,板楼,东南,砖混结构,简装,无,2021/12/10,商品房,普通住宅,8200
3911,锦江,红星路,4室2厅2厨2卫,高楼层 (共7层),163.84,跃层,板楼,南 西北,砖混结构,精装,无,44398,商品房,普通住宅,33500
3912,锦江,三官堂,4室2厅1厨2卫,高楼层 (共33层),146.64,平层,板塔结合,西,钢混结构,精装,有,44507,商品房,普通住宅,50000
3913,锦江,静居寺,2室2厅1厨1卫,中楼层 (共7层),72.9,平层,平房,东南,未知结构,简装,无,2021/12/8,商品房,普通住宅,8800
3914,锦江,三圣乡,2室1厅1厨1卫,低楼层 (共34层),78.33,平层,板塔结合,东南 西北,钢混结构,精装,有,44536,商品房,普通住宅,15300
3915,锦江,红星路,3室2厅1厨2卫,中楼层 (共24层),143.94,错层,塔楼,东 东南,框架结构,精装,有,44498,经济适用房,普通住宅,47000
3916,锦江,合江亭,1室0厅1厨1卫,高楼层 (共11层),46.98,平层,板塔结合,西,框架结构,精装,有,44540,商品房,普通住宅,11000
3917,锦江,三官堂,2室1厅1厨1卫,低楼层 (共33层),97.22,平层,板塔结合,西,框架结构,其他,有,44538,商品房,普通住宅,23000
3918,锦江,盐市口,2室1厅1厨1卫,低楼层 (共30层),61.08,平层,板塔结合,东南,框架结构,精装,有,44535,商品房,普通住宅,22500
3919,锦江,蓝谷地,3室2厅1厨2卫,高楼层 (共13层),139.81,平层,板楼,东南,框架结构,精装,有,44521,商品房,普通住宅,23000
3920,锦江,蓝谷地,2室2厅1厨1卫,低楼层 (共13层),88.73,平层,板楼,东南,钢混结构,简装,有,44524,商品房,普通住宅,16000
3921,锦江,红星路,2室1厅1厨1卫,低楼层 (共18层),79.14,平层,塔楼,南,框架结构,简装,有,44530,商品房,普通住宅,17400
3922,锦江,三圣乡,3室1厅1厨1卫,低楼层 (共34层),89.77,平层,板塔结合,西南,钢混结构,简装,有,44525,限价商品房,普通住宅,17400
3923,锦江,三官堂,2室2厅1厨1卫,中楼层 (共11层),83.09,平层,板楼,南,框架结构,精装,有,44518,商品房,普通住宅,16500
3924,锦江,琉璃场,3室1厅1厨1卫,低楼层 (共6层),88.65,平层,板楼,南,砖混结构,精装,无,44526,商品房,普通住宅,11300
3925,锦江,莲花,2室1厅1厨1卫,高楼层 (共7层),71.94,平层,板楼,东南,砖混结构,简装,无,2021/12/1,商品房,普通住宅,7650
3926,锦江,川师,3室2厅1厨1卫,高楼层 (共6层),112.37,平层,板楼,东南,钢混结构,精装,无,44526,经济适用房,普通住宅,14500
3927,锦江,九眼桥,2室1厅1厨1卫,低楼层 (共26层),87.32,平层,板塔结合,西南,钢混结构,简装,有,44527,商品房,普通住宅,26000
3928,锦江,三官堂,1室1厅1厨1卫,高楼层 (共7层),49.44,平层,板楼,东南,钢混结构,精装,无,2021/11/24,商品房,普通住宅,5800
3929,锦江,琉璃场,3室2厅1厨1卫,中楼层 (共6层),116.0,平层,板楼,东南,框架结构,简装,无,44525,商品房,普通住宅,16600
3930,锦江,川师,4室2厅1厨2卫,中楼层 (共6层),147.3,平层,板楼,东,钢混结构,精装,无,43043,商品房,普通住宅,25800
3931,锦江,盐市口,2室2厅1厨1卫,高楼层 (共7层),61.04,平层,板楼,东南,砖混结构,简装,有,2019/4/19,商品房,普通住宅,7500
3932,锦江,红星路,3室1厅1厨1卫,高楼层 (共6层),72.59,平层,板楼,南,砖混结构,简装,无,43673,商品房,普通住宅,17200
3933,锦江,三官堂,3室2厅1厨1卫,高楼层 (共26层),81.2,平层,板塔结合,北 东,钢混结构,精装,有,44536,商品房,普通住宅,27500
3934,锦江,三圣乡,3室2厅1厨1卫,高楼层 (共32层),89.69,平层,板塔结合,东北,钢混结构,简装,有,44537,限价商品房,普通住宅,17000
3935,锦江,沙河堡,1室0厅1厨1卫,低楼层 (共31层),47.95,平层,板塔结合,东南,钢混结构,其他,有,44545,商品房,普通住宅,13500
3936,锦江,三圣乡,3室1厅1厨1卫,中楼层 (共32层),89.32,平层,板塔结合,西南,框架结构,其他,有,44534,已购公房,普通住宅,15900
3937,锦江,川师,3室2厅1厨1卫,高楼层 (共34层),83.93,平层,塔楼,北,钢混结构,其他,有,44533,商品房,普通住宅,18500
3938,锦江,东光小区,3室2厅1厨2卫,中楼层 (共11层),119.0,平层,塔楼,南 北,框架结构,精装,有,44539,商品房,普通住宅,28000
3939,锦江,莲花,2室1厅1厨1卫,高楼层 (共7层),66.77,平层,板楼,南 北,砖混结构,简装,无,2021/12/9,商品房,普通住宅,6500
3940,锦江,东光小区,2室2厅1厨1卫,低楼层 (共39层),88.88,平层,板塔结合,东南,钢混结构,简装,有,44535,已购公房,普通住宅,19000
3941,锦江,东湖,2室1厅1厨1卫,中楼层 (共30层),74.5,平层,板塔结合,南,框架结构,其他,有,44541,商品房,普通住宅,15300
3942,锦江,琉璃场,2室1厅1厨1卫,低楼层 (共6层),73.15,平层,板楼,南,砖混结构,其他,无,2021/12/15,商品房,普通住宅,8380
3943,锦江,卓锦城,1室1厅1厨1卫,高楼层 (共34层),48.8,平层,板塔结合,东北,钢混结构,简装,有,2021/12/15,商品房,普通住宅,9500
3944,锦江,合江亭,2室1厅1厨1卫,高楼层 (共7层),55.6,平层,板塔结合,东南,混合结构,简装,无,2021/12/5,商品房,普通住宅,9500
3945,锦江,东湖,3室1厅1厨1卫,低楼层 (共30层),95.24,平层,塔楼,北,钢混结构,精装,有,44535,商品房,普通住宅,27000
3946,锦江,琉璃场,2室2厅1厨1卫,高楼层 (共18层),83.72,平层,板楼,南,框架结构,简装,有,44543,商品房,普通住宅,12600
3947,锦江,三圣乡,3室2厅1厨1卫,低楼层 (共32层),89.32,平层,板塔结合,西南,框架结构,精装,有,44535,已购公房,普通住宅,16650
3948,锦江,沙河堡,3室2厅1厨1卫,中楼层 (共6层),87.99,平层,板塔结合,东南,钢混结构,简装,无,44539,商品房,普通住宅,14780
3949,锦江,川师,3室2厅1厨1卫,高楼层 (共42层),84.28,平层,塔楼,西北,钢混结构,精装,有,44533,商品房,普通住宅,18200
3950,锦江,合江亭,1室0厅1厨1卫,高楼层 (共15层),37.15,平层,板塔结合,北,框架结构,简装,有,2021/12/13,商品房,普通住宅,8600
3951,锦江,红星路,1室1厅1厨1卫,低楼层 (共7层),41.1,平层,板楼,东南,混合结构,简装,无,44542,商品房,普通住宅,11500
3952,锦江,三官堂,1室1厅1厨1卫,高楼层 (共22层),37.97,平层,塔楼,东,框架结构,精装,有,2021/12/11,商品房,普通住宅,4880
3953,锦江,盐市口,1室1厅1厨1卫,高楼层 (共6层),46.5,平层,板楼,东,砖混结构,精装,无,44546,商品房,普通住宅,15800
3954,锦江,三圣乡,3室2厅1厨2卫,中楼层 (共28层),142.5,平层,塔楼,西南 东南,框架结构,简装,有,44534,商品房,普通住宅,29000
3955,锦江,盐市口,3室0厅1厨1卫,高楼层 (共6层),67.44,平层,板楼,东南,混合结构,其他,无,44543,商品房,普通住宅,21000
3956,锦江,三圣乡,2室0厅0厨0卫,中楼层 (共34层),54.85,平层,板塔结合,东南 西北,钢混结构,精装,有,44545,商品房,普通住宅,10700
3957,锦江,琉璃场,3室2厅1厨2卫,低楼层 (共6层),116.03,平层,板楼,西南,砖混结构,简装,无,44535,商品房,普通住宅,16500
3958,锦江,三圣乡,2室2厅1厨1卫,低楼层 (共34层),55.0,平层,板塔结合,西北,钢混结构,精装,有,44543,商品房,普通住宅,11300
3959,锦江,三官堂,2室1厅1厨2卫,低楼层 (共34层),90.15,平层,板塔结合,南,框架结构,毛坯,有,43597,商品房,普通住宅,17000
3960,锦江,东光小区,3室2厅1厨1卫,中楼层 (共6层),93.55,平层,板楼,南,钢混结构,简装,无,43599,商品房,普通住宅,13250
3961,锦江,合江亭,2室1厅1厨1卫,中楼层 (共30层),83.51,平层,塔楼,西 西北,框架结构,简装,有,44294,商品房,普通住宅,20200
3962,锦江,合江亭,2室1厅1厨2卫,高楼层 (共30层),87.02,平层,塔楼,西北,框架结构,精装,有,44317,商品房,普通住宅,22000
3963,锦江,合江亭,3室1厅1厨1卫,高楼层 (共6层),59.47,平层,板楼,东,砖混结构,毛坯,无,2021/3/25,商品房,普通住宅,9300
3964,锦江,合江亭,3室1厅1厨1卫,高楼层 (共7层),74.2,平层,板塔结合,西南,钢混结构,简装,无,44254,商品房,普通住宅,14700
3965,锦江,三圣乡,1室1厅1厨1卫,高楼层 (共30层),55.72,平层,塔楼,东南,框架结构,毛坯,有,43551,商品房,普通住宅,11000
3966,锦江,合江亭,2室1厅1厨1卫,高楼层 (共7层),70.26,平层,板楼,南,砖混结构,精装,无,44251,商品房,普通住宅,13000
3967,锦江,合江亭,2室2厅1厨1卫,低楼层 (共7层),96.54,平层,板楼,南,混合结构,其他,无,44397,商品房,普通住宅,23000
3968,锦江,合江亭,2室2厅1厨1卫,高楼层 (共30层),90.05,平层,板塔结合,南,框架结构,简装,有,44437,商品房,普通住宅,24400
3969,锦江,合江亭,3室2厅1厨2卫,中楼层 (共25层),149.01,平层,板塔结合,南 北,砖混结构,简装,有,44496,商品房,普通住宅,24500
3970,锦江,合江亭,3室1厅1厨2卫,中楼层 (共7层),114.99,平层,板楼,东 西,砖混结构,简装,无,44444,商品房,普通住宅,20600
3971,锦江,合江亭,2室1厅1厨2卫,高楼层 (共50层),88.58,平层,板塔结合,东,钢混结构,精装,有,44087,商品房,普通住宅,34800
3972,锦江,合江亭,3室2厅1厨2卫,中楼层 (共7层),103.48,平层,板楼,东南,砖混结构,其他,无,44224,商品房,普通住宅,18800
3973,锦江,合江亭,2室2厅1厨1卫,高楼层 (共7层),90.33,平层,板楼,东,混合结构,其他,无,44344,已购公房,普通住宅,14000
3974,锦江,三官堂,3室2厅1厨1卫,中楼层 (共6层),145.62,平层,板楼,东南,未知结构,简装,无,44352,商品房,普通住宅,18800
3975,锦江,红星路,3室2厅1厨2卫,低楼层 (共24层),143.81,错层,塔楼,东北,框架结构,其他,有,44378,商品房,普通住宅,49900
3976,锦江,合江亭,3室2厅1厨2卫,中楼层 (共12层),150.51,平层,板楼,东,框架结构,其他,有,44359,商品房,普通住宅,41000
3977,锦江,合江亭,4室2厅1厨3卫,高楼层 (共50层),253.09,平层,板塔结合,东,钢混结构,精装,有,44196,商品房,普通住宅,99000
3978,锦江,盐市口,2室1厅1厨1卫,高楼层 (共7层),65.13,平层,板楼,南,砖混结构,简装,无,2020/8/2,商品房,普通住宅,7000
3979,锦江,莲花,3室1厅1厨1卫,中楼层 (共7层),67.95,平层,板楼,南,砖混结构,毛坯,无,2021/10/18,商品房,普通住宅,6900
3980,锦江,合江亭,3室1厅1厨2卫,中楼层 (共50层),130.73,平层,板塔结合,南 西南,钢混结构,其他,有,44407,商品房,普通住宅,51300
3981,锦江,合江亭,1室1厅1厨1卫,中楼层 (共51层),85.14,平层,塔楼,西,框架结构,精装,有,44157,商品房,普通住宅,33300
3982,锦江,合江亭,4室2厅1厨1卫,中楼层 (共25层),93.3,平层,塔楼,南,钢混结构,毛坯,有,44252,商品房,普通住宅,32800
3983,锦江,合江亭,2室1厅1厨2卫,高楼层 (共40层),89.96,平层,塔楼,南 西南,框架结构,精装,有,44390,商品房,普通住宅,34500
3984,锦江,合江亭,3室2厅1厨1卫,低楼层 (共34层),91.55,平层,塔楼,西,钢混结构,简装,有,44094,商品房,普通住宅,22900
3985,锦江,九眼桥,3室1厅1厨2卫,中楼层 (共30层),147.95,平层,板塔结合,西南,框架结构,简装,有,44430,商品房,普通住宅,38000
3986,锦江,三官堂,3室2厅2厨2卫,中楼层 (共33层),140.74,跃层,板塔结合,西,框架结构,毛坯,有,44492,商品房,普通住宅,38800
