序号,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积（平方米）,户型结构,建筑类型,房屋朝向,建筑结构,装修情况,配备电梯,挂牌时间,交易权属,房屋用途,单价（元/平方米）
3682,锦江,卓锦城,2室1厅1厨1卫,中楼层 (共34层),78.85,平层,板塔结合,东南,钢混结构,毛坯,有,43304,商品房,普通住宅,16000
3683,锦江,红星路,3室2厅1厨1卫,中楼层 (共7层),100.88,平层,板楼,东南,混合结构,精装,无,44542,商品房,普通住宅,23800
3684,锦江,合江亭,2室1厅1厨1卫,中楼层 (共12层),95.46,平层,板楼,西,框架结构,简装,有,44543,商品房,普通住宅,30000
3685,锦江,沙河堡,3室1厅1厨1卫,中楼层 (共7层),90.53,平层,板楼,东南,砖混结构,简装,无,43321,商品房,普通住宅,11500
3686,锦江,莲花,2室1厅1厨1卫,高楼层 (共7层),105.58,平层,板楼,东,框架结构,简装,无,44477,商品房,普通住宅,11000
3687,锦江,合江亭,2室1厅1厨1卫,低楼层 (共35层),116.04,平层,板塔结合,南,框架结构,简装,有,44304,商品房,普通住宅,40000
3688,锦江,合江亭,4室2厅1厨3卫,高楼层 (共50层),244.58,跃层,板塔结合,西南 南,钢混结构,毛坯,有,44537,商品房,普通住宅,95000
3689,锦江,合江亭,1室1厅1厨1卫,高楼层 (共51层),89.95,平层,塔楼,东北,框架结构,精装,有,43125,商品房,普通住宅,31000
3690,锦江,红星路,3室1厅1厨1卫,中楼层 (共6层),75.61,平层,板楼,东南,钢混结构,其他,无,2021/9/4,商品房,普通住宅,7600
3691,锦江,三圣乡,3室2厅1厨2卫,高楼层 (共28层),142.52,平层,塔楼,东南 西北,框架结构,毛坯,有,44278,商品房,普通住宅,32000
3692,锦江,盐市口,2室1厅1厨1卫,中楼层 (共6层),71.33,平层,板楼,东,砖混结构,简装,无,2021/5/25,商品房,普通住宅,8800
3693,锦江,水碾河,2室1厅1厨1卫,高楼层 (共7层),65.68,平层,板楼,西,钢混结构,简装,无,2020/9/19,已购公房,普通住宅,8500
3694,锦江,九眼桥,2室1厅1厨1卫,高楼层 (共6层),51.22,平层,板楼,南,混合结构,简装,无,2018/5/19,拆迁安置房,普通住宅,5200
3695,锦江,合江亭,1室1厅1厨1卫,中楼层 (共7层),44.75,平层,板楼,南 北,钢混结构,简装,无,2018/6/3,商品房,普通住宅,5800
3696,锦江,莲花,1室1厅1厨1卫,高楼层 (共7层),48.04,平层,板楼,东南,混合结构,精装,无,2018/6/8,拆迁安置房,普通住宅,7200
3697,锦江,合江亭,3室1厅1厨2卫,低楼层 (共38层),155.79,平层,板塔结合,北 西北,框架结构,精装,有,44517,商品房,普通住宅,53000
3698,锦江,合江亭,3室2厅1厨2卫,低楼层 (共37层),162.18,平层,板塔结合,东,框架结构,其他,有,44517,商品房,普通住宅,63300
3699,锦江,卓锦城,2室1厅1厨1卫,低楼层 (共34层),78.63,平层,板塔结合,东南,钢混结构,简装,有,44541,商品房,普通住宅,16500
3700,锦江,九眼桥,3室2厅1厨1卫,低楼层 (共24层),134.53,平层,板塔结合,东南,钢混结构,精装,有,44544,商品房,普通住宅,40000
3701,锦江,三官堂,1室1厅1厨1卫,中楼层 (共7层),54.62,平层,板楼,东南,砖混结构,简装,无,2020/10/15,商品房,普通住宅,7000
3702,锦江,莲花,1室1厅1厨1卫,中楼层 (共5层),54.78,平层,板塔结合,南,钢混结构,毛坯,无,2020/9/12,商品房,普通住宅,5150
3703,锦江,合江亭,2室1厅1厨1卫,中楼层 (共50层),87.92,平层,板塔结合,西南,钢混结构,精装,有,43182,商品房,普通住宅,34500
3704,锦江,合江亭,3室2厅1厨3卫,高楼层 (共51层),226.1,平层,塔楼,东北,框架结构,精装,有,44537,商品房,普通住宅,65000
3705,锦江,合江亭,3室1厅1厨1卫,高楼层 (共7层),59.6,平层,板楼,北,钢混结构,简装,无,43281,商品房,普通住宅,11500
3706,锦江,九眼桥,2室1厅1厨1卫,中楼层 (共55层),68.55,平层,塔楼,南,钢混结构,简装,有,44524,商品房,普通住宅,13700
3707,锦江,合江亭,2室2厅1厨1卫,中楼层 (共51层),89.33,平层,塔楼,东,框架结构,精装,有,44530,商品房,普通住宅,33800
3708,锦江,九眼桥,2室1厅1厨1卫,高楼层 (共26层),89.34,平层,板塔结合,东南,框架结构,精装,有,44519,商品房,普通住宅,19700
3709,锦江,合江亭,3室1厅1厨1卫,低楼层 (共6层),65.26,平层,板楼,东,钢混结构,简装,无,44527,商品房,普通住宅,14000
3710,锦江,三官堂,3室2厅1厨2卫,低楼层 (共11层),119.48,平层,板楼,南,框架结构,简装,有,44534,商品房,普通住宅,20000
3711,锦江,卓锦城,3室1厅1厨1卫,高楼层 (共34层),79.66,平层,板塔结合,东南,钢混结构,简装,有,44545,商品房,普通住宅,16500
3712,锦江,三圣乡,3室1厅1厨2卫,中楼层 (共33层),106.18,平层,板塔结合,南 北,钢混结构,精装,有,44541,商品房,普通住宅,24700
3713,锦江,九眼桥,2室1厅1厨1卫,低楼层 (共26层),89.32,平层,板塔结合,西南,钢混结构,精装,有,44533,商品房,普通住宅,25700
3714,锦江,三官堂,2室1厅1厨1卫,中楼层 (共40层),86.98,平层,板塔结合,南,框架结构,其他,有,44538,商品房,普通住宅,20000
3715,锦江,合江亭,3室2厅1厨2卫,高楼层 (共31层),83.65,跃层,板塔结合,南,框架结构,精装,有,43968,商品房,普通住宅,28600
3716,锦江,合江亭,4室1厅1厨2卫,低楼层 (共16层),125.41,跃层,板楼,东南,框架结构,精装,有,44164,商品房,普通住宅,25400
3717,锦江,合江亭,3室2厅1厨2卫,低楼层 (共28层),119.94,跃层,板塔结合,东,框架结构,简装,有,44415,商品房,普通住宅,26200
3718,锦江,合江亭,3室3厅1厨2卫,高楼层 (共7层),168.19,跃层,板楼,东南,钢混结构,简装,无,43813,商品房,普通住宅,17280
3719,锦江,三官堂,4室2厅2厨2卫,中楼层 (共33层),155.18,平层,板塔结合,西,框架结构,精装,有,44389,商品房,普通住宅,44000
3720,锦江,三官堂,4室2厅1厨2卫,低楼层 (共33层),167.24,平层,板塔结合,西,框架结构,毛坯,有,44508,商品房,普通住宅,52000
3721,锦江,盐市口,2室2厅1厨1卫,中楼层 (共7层),56.72,平层,板楼,东,砖混结构,简装,无,2018/5/14,商品房,普通住宅,8900
3722,锦江,红星路,2室2厅1厨1卫,低楼层 (共41层),93.08,平层,板楼,北,钢混结构,其他,有,44540,商品房,普通住宅,19800
3723,锦江,红星路,2室1厅1厨1卫,高楼层 (共5层),73.45,平层,板楼,西,砖混结构,简装,无,44543,商品房,普通住宅,18000
3724,锦江,合江亭,2室1厅1厨1卫,高楼层 (共33层),86.67,平层,板楼,南,钢混结构,其他,有,44542,商品房,普通住宅,26500
3725,锦江,合江亭,3室2厅1厨1卫,高楼层 (共12层),93.47,平层,板楼,西,框架结构,精装,有,44545,商品房,普通住宅,26000
3726,锦江,合江亭,1室1厅1厨1卫,低楼层 (共31层),50.44,平层,板塔结合,南,框架结构,精装,有,44533,商品房,普通住宅,11400
3727,锦江,九眼桥,1室1厅1厨1卫,低楼层 (共55层),63.08,平层,塔楼,东北,钢混结构,简装,有,44537,商品房,普通住宅,12500
3728,锦江,红星路,2室1厅1厨1卫,高楼层 (共5层),55.4,平层,板楼,东南,砖混结构,毛坯,无,2021/12/11,商品房,普通住宅,7200
3729,锦江,合江亭,4室2厅1厨2卫,高楼层 (共14层),157.69,平层,板塔结合,东南,框架结构,精装,有,44518,商品房,普通住宅,36000
3730,锦江,合江亭,3室2厅1厨1卫,中楼层 (共7层),105.22,平层,板塔结合,东,砖混结构,简装,无,43392,商品房,普通住宅,15900
3731,锦江,琉璃场,4室2厅1厨3卫,高楼层 (共18层),194.78,平层,板塔结合,南,钢混结构,精装,有,44535,已购公房,普通住宅,45000
3732,锦江,合江亭,3室2厅1厨2卫,中楼层 (共12层),150.51,平层,板楼,东南,框架结构,精装,有,44538,商品房,普通住宅,41000
3733,锦江,卓锦城,3室2厅1厨2卫,高楼层 (共34层),110.74,平层,板塔结合,东北 东,钢混结构,精装,有,44545,商品房,普通住宅,27500
3734,锦江,合江亭,3室1厅1厨2卫,高楼层 (共19层),166.94,平层,板楼,东,砖混结构,简装,有,44520,商品房,普通住宅,28000
3735,锦江,合江亭,3室2厅1厨2卫,低楼层 (共7层),126.92,平层,板楼,南,钢混结构,简装,无,44517,商品房,普通住宅,20300
3736,锦江,合江亭,2室1厅1厨1卫,高楼层 (共31层),90.57,平层,板塔结合,东南,框架结构,其他,有,44526,商品房,普通住宅,25800
3737,锦江,九眼桥,3室1厅1厨2卫,低楼层 (共29层),143.63,平层,板塔结合,西南,钢混结构,精装,有,44527,商品房,普通住宅,34000
3738,锦江,三官堂,2室1厅1厨1卫,低楼层 (共34层),86.81,平层,板塔结合,东,框架结构,精装,有,44530,商品房,普通住宅,19800
3739,锦江,琉璃场,4室2厅1厨2卫,高楼层 (共38层),147.15,平层,板楼,南,钢混结构,其他,有,44531,商品房,普通住宅,37000
3740,锦江,三官堂,2室1厅1厨1卫,中楼层 (共34层),86.81,平层,板塔结合,东,框架结构,简装,有,44528,商品房,普通住宅,20000
3741,锦江,三官堂,3室2厅1厨2卫,中楼层 (共11层),123.75,平层,板楼,南 北,框架结构,简装,有,44528,商品房,普通住宅,23800
3742,锦江,合江亭,2室1厅1厨1卫,中楼层 (共7层),55.57,平层,板楼,南,混合结构,简装,无,43687,商品房,普通住宅,12000
3743,锦江,三官堂,4室2厅1厨2卫,高楼层 (共11层),168.53,跃层,板楼,东南,框架结构,简装,有,44421,商品房,普通住宅,33500
3744,锦江,三圣乡,2室1厅1厨1卫,低楼层 (共34层),57.07,平层,板塔结合,东北,钢混结构,精装,有,44502,商品房,普通住宅,11500
3745,锦江,合江亭,4室2厅1厨2卫,高楼层 (共50层),201.56,跃层,板塔结合,西北,钢混结构,精装,有,43657,商品房,普通住宅,72800
3746,锦江,红星路,4室2厅1厨2卫,低楼层 (共7层),179.92,跃层,板楼,西南,钢混结构,精装,无,44380,商品房,普通住宅,51000
3747,锦江,合江亭,4室2厅1厨2卫,高楼层 (共19层),166.61,平层,板楼,东南,砖混结构,精装,有,43844,商品房,普通住宅,28500
3748,锦江,红星路,2室2厅1厨1卫,高楼层 (共8层),77.42,平层,板楼,西南,砖混结构,简装,无,2021/6/6,商品房,普通住宅,9500
3749,锦江,红星路,3室2厅1厨2卫,低楼层 (共7层),139.09,错层,板楼,东南,砖混结构,精装,有,44303,商品房,普通住宅,34900
3750,锦江,红星路,3室2厅1厨2卫,高楼层 (共7层),202.05,跃层,板楼,西南,砖混结构,毛坯,无,44342,商品房,普通住宅,34300
3751,锦江,红星路,3室2厅1厨1卫,中楼层 (共7层),111.14,平层,板楼,西南,砖混结构,精装,无,44404,商品房,普通住宅,30000
3752,锦江,红星路,3室2厅1厨2卫,高楼层 (共8层),138.0,跃层,板楼,东,框架结构,简装,无,44400,商品房,普通住宅,38000
3753,锦江,合江亭,3室2厅1厨2卫,中楼层 (共20层),175.91,平层,板塔结合,西,框架结构,精装,有,44389,商品房,普通住宅,66000
3754,锦江,九眼桥,4室2厅1厨2卫,中楼层 (共29层),208.0,跃层,板塔结合,东南 南,框架结构,简装,有,44537,拆迁安置房,普通住宅,48000
3755,锦江,盐市口,6室2厅1厨2卫,中楼层 (共10层),183.8,平层,板楼,南,砖混结构,简装,无,44319,商品房,普通住宅,60000
3756,锦江,合江亭,3室1厅1厨2卫,低楼层 (共34层),176.16,平层,板塔结合,东南,框架结构,精装,有,44254,商品房,普通住宅,65200
3757,锦江,三官堂,3室2厅1厨2卫,低楼层 (共7层),139.16,平层,板楼,南 西 北,钢混结构,精装,有,44414,商品房,普通住宅,36600
3758,锦江,红星路,3室2厅1厨2卫,高楼层 (共7层),152.52,跃层,板楼,西南,砖混结构,其他,无,44344,商品房,普通住宅,26000
3759,锦江,三官堂,1室1厅1厨1卫,低楼层 (共7层),43.37,平层,板楼,东,混合结构,其他,无,2021/11/26,商品房,普通住宅,5900
3760,锦江,合江亭,1室1厅1厨1卫,低楼层 (共51层),88.95,平层,塔楼,东 东南,框架结构,精装,有,44517,商品房,普通住宅,28800
3761,锦江,三圣乡,3室2厅1厨2卫,高楼层 (共33层),132.76,平层,塔楼,西南,钢混结构,简装,有,44525,商品房,普通住宅,33000
3762,锦江,盐市口,3室1厅1厨2卫,低楼层 (共24层),189.67,平层,塔楼,南,钢混结构,简装,有,44523,商品房,普通住宅,60700
3763,锦江,三官堂,2室1厅1厨1卫,高楼层 (共7层),64.76,平层,板楼,东南,钢混结构,简装,无,2021/11/30,商品房,普通住宅,7500
3764,锦江,水碾河,3室2厅1厨2卫,低楼层 (共7层),94.38,平层,板楼,东南,混合结构,精装,无,44529,商品房,普通住宅,16000
3765,锦江,九眼桥,1室1厅1厨1卫,中楼层 (共55层),63.05,平层,塔楼,东北,钢混结构,精装,有,44528,商品房,普通住宅,13000
3766,锦江,红星路,2室1厅1厨1卫,中楼层 (共7层),54.0,平层,板楼,东,混合结构,简装,无,44530,经济适用房,普通住宅,15200
3767,锦江,三官堂,3室1厅1厨1卫,高楼层 (共34层),88.64,平层,板塔结合,东,钢混结构,其他,有,44537,商品房,普通住宅,26200
3768,锦江,三圣乡,3室2厅1厨1卫,中楼层 (共34层),65.09,平层,板塔结合,西北,钢混结构,其他,有,44535,商品房,普通住宅,14000
3769,锦江,卓锦城,2室1厅1厨1卫,低楼层 (共40层),85.63,平层,板塔结合,南,钢混结构,精装,有,44538,商品房,普通住宅,17800
3770,锦江,盐市口,2室1厅1厨1卫,中楼层 (共18层),78.22,平层,板楼,东,框架结构,其他,有,44540,商品房,普通住宅,12600
3771,锦江,九眼桥,1室1厅1厨1卫,中楼层 (共12层),69.49,平层,板塔结合,西南,框架结构,简装,有,2021/12/11,商品房,普通住宅,9500
3772,锦江,红星路,3室1厅1厨1卫,中楼层 (共28层),85.24,平层,塔楼,南,钢混结构,精装,有,44537,商品房,普通住宅,23000
3773,锦江,三官堂,3室1厅1厨2卫,低楼层 (共34层),115.65,平层,板塔结合,东南,框架结构,其他,有,44545,商品房,普通住宅,29000
3774,锦江,蓝谷地,2室1厅1厨1卫,低楼层 (共6层),71.02,平层,板楼,南 北,钢混结构,其他,无,2021/12/4,商品房,普通住宅,9300
3775,锦江,红星路,0室0厅0厨0卫,中楼层 (共7层),49.26,平层,板楼,东,混合结构,简装,无,44539,商品房,普通住宅,14500
3776,锦江,九眼桥,2室1厅1厨1卫,中楼层 (共32层),67.54,平层,塔楼,南,框架结构,精装,有,44541,商品房,普通住宅,14200
3777,锦江,三圣乡,2室1厅1厨1卫,中楼层 (共34层),53.02,平层,板塔结合,东南,钢混结构,精装,有,44541,商品房,普通住宅,11300
3778,锦江,盐市口,2室1厅1厨1卫,高楼层 (共11层),75.05,平层,塔楼,南,框架结构,精装,有,44544,商品房,普通住宅,13500
3779,锦江,三官堂,2室1厅1厨1卫,高楼层 (共33层),85.55,平层,板塔结合,东 西北,框架结构,精装,有,44517,商品房,普通住宅,21300
3780,锦江,川师,5室2厅1厨2卫,中楼层 (共32层),188.7,平层,板塔结合,东南,钢混结构,简装,有,44527,商品房,普通住宅,48000
3781,锦江,九眼桥,3室1厅1厨2卫,低楼层 (共29层),138.62,平层,板塔结合,东南,钢混结构,简装,有,44519,商品房,普通住宅,34800
3782,锦江,合江亭,3室2厅1厨1卫,高楼层 (共7层),117.59,平层,板楼,东,砖混结构,简装,无,43420,商品房,普通住宅,17200
3783,锦江,三官堂,3室2厅1厨2卫,高楼层 (共6层),114.3,平层,板楼,东南 南,砖混结构,简装,无,44536,商品房,普通住宅,25100
3784,锦江,九眼桥,3室1厅1厨2卫,中楼层 (共26层),124.69,平层,板塔结合,东南,框架结构,简装,有,44532,商品房,普通住宅,28500
3785,锦江,合江亭,3室2厅1厨2卫,中楼层 (共7层),144.64,平层,板楼,南,混合结构,精装,无,44534,商品房,普通住宅,25600
3786,锦江,静居寺,4室2厅1厨2卫,高楼层 (共6层),120.13,错层,板楼,东南,钢混结构,其他,无,44542,商品房,普通住宅,26500
3787,锦江,三官堂,2室2厅1厨1卫,中楼层 (共11层),84.4,平层,板楼,西南,框架结构,其他,有,44546,商品房,普通住宅,15200
3788,锦江,合江亭,1室1厅1厨1卫,中楼层 (共31层),60.78,平层,板塔结合,东南,框架结构,其他,有,44533,商品房,普通住宅,17000
3789,锦江,川师,3室1厅1厨1卫,中楼层 (共34层),84.46,平层,塔楼,南 西南,框架结构,精装,有,44545,商品房,普通住宅,18800
3790,锦江,红星路,3室1厅1厨1卫,低楼层 (共7层),96.12,平层,板楼,南,砖混结构,其他,无,44540,已购公房,普通住宅,21000
3791,锦江,东湖,3室2厅1厨2卫,中楼层 (共30层),99.62,平层,塔楼,南,钢混结构,精装,有,44541,商品房,普通住宅,34000
3792,锦江,水碾河,3室1厅1厨1卫,高楼层 (共7层),88.2,平层,板楼,南 北,钢混结构,简装,无,44541,商品房,普通住宅,11800
3793,锦江,九眼桥,3室2厅1厨2卫,低楼层 (共26层),124.69,平层,板塔结合,东,框架结构,精装,有,44539,商品房,普通住宅,38500
3794,锦江,蓝谷地,3室1厅1厨1卫,高楼层 (共34层),60.15,平层,板楼,东南,钢混结构,其他,有,2021/12/15,商品房,普通住宅,9500
3795,锦江,卓锦城,3室2厅1厨1卫,中楼层 (共32层),87.88,平层,板塔结合,南,钢混结构,精装,有,44544,限价商品房,普通住宅,18000
3796,锦江,三官堂,3室2厅1厨3卫,中楼层 (共32层),148.14,跃层,板塔结合,南,钢混结构,精装,有,44464,商品房,普通住宅,55000
3797,锦江,三官堂,5室2厅1厨2卫,高楼层 (共6层),175.16,跃层,板楼,南 北,砖混结构,精装,无,44362,商品房,普通住宅,40000
3798,锦江,合江亭,3室1厅1厨2卫,中楼层 (共16层),132.13,跃层,板楼,西北,框架结构,精装,有,44437,商品房,普通住宅,28000
3799,锦江,红星路,5室2厅1厨3卫,中楼层 (共7层),223.72,跃层,板楼,南,砖混结构,精装,有,44367,商品房,普通住宅,41900
3800,锦江,卓锦城,2室1厅1厨1卫,高楼层 (共34层),76.26,平层,板塔结合,西南,钢混结构,简装,有,44535,商品房,普通住宅,16800
3801,锦江,九眼桥,2室1厅1厨1卫,高楼层 (共12层),67.83,平层,板塔结合,东南,框架结构,精装,有,44532,商品房,普通住宅,12000
3802,锦江,三圣乡,2室2厅1厨1卫,高楼层 (共33层),88.9,平层,塔楼,西北,框架结构,简装,有,44540,商品房,普通住宅,21000
3803,锦江,静居寺,3室2厅1厨2卫,高楼层 (共6层),134.98,跃层,板楼,南 北,砖混结构,精装,无,43103,商品房,普通住宅,17550
3804,锦江,莲花,3室2厅1厨1卫,中楼层 (共7层),74.89,平层,板楼,东南,混合结构,简装,无,43163,商品房,普通住宅,11000
3805,锦江,合江亭,1室1厅1厨1卫,中楼层 (共7层),37.14,平层,板楼,南,砖混结构,简装,无,2021/12/2,商品房,普通住宅,7100
3806,锦江,合江亭,2室2厅1厨1卫,低楼层 (共31层),87.92,平层,板塔结合,东南,钢混结构,简装,有,44539,商品房,普通住宅,27000
3807,锦江,卓锦城,3室1厅1厨1卫,低楼层 (共34层),78.85,平层,板塔结合,西南,钢混结构,简装,有,44534,商品房,普通住宅,16500
3808,锦江,水碾河,4室1厅1厨2卫,中楼层 (共7层),128.4,平层,板楼,南,混合结构,简装,无,44538,商品房,普通住宅,13900
3809,锦江,盐市口,2室2厅1厨1卫,高楼层 (共7层),96.62,平层,板楼,南,混合结构,精装,无,44536,商品房,普通住宅,30500
3810,锦江,琉璃场,3室2厅1厨1卫,低楼层 (共16层),91.16,平层,板楼,西,框架结构,精装,有,44535,商品房,普通住宅,14500
3811,锦江,合江亭,3室1厅1厨1卫,高楼层 (共6层),65.24,平层,板楼,南,混合结构,毛坯,无,2019/2/14,已购公房,普通住宅,8800
3812,锦江,合江亭,2室1厅1厨1卫,高楼层 (共34层),83.62,平层,塔楼,东,钢混结构,简装,有,43160,商品房,普通住宅,17200
3813,锦江,合江亭,3室2厅1厨2卫,中楼层 (共25层),167.8,平层,板楼,南 北,钢混结构,精装,有,44334,商品房,普通住宅,59800
3814,锦江,合江亭,1室2厅1厨1卫,低楼层 (共50层),67.89,平层,板塔结合,西,钢混结构,精装,有,44479,商品房,普通住宅,24000
3815,锦江,三官堂,3室2厅1厨2卫,中楼层 (共33层),125.96,平层,板塔结合,西北,框架结构,精装,有,44449,商品房,普通住宅,38000
3816,锦江,合江亭,3室1厅1厨1卫,低楼层 (共3层),65.04,平层,板楼,南,混合结构,简装,无,44378,商品房,普通住宅,10800
3817,锦江,三官堂,2室1厅1厨1卫,中楼层 (共33层),79.5,平层,板塔结合,东南,框架结构,简装,有,44428,商品房,普通住宅,18800
3818,锦江,合江亭,3室2厅1厨2卫,高楼层 (共24层),141.28,跃层,塔楼,东南,框架结构,简装,有,43944,商品房,普通住宅,36500
3819,锦江,合江亭,3室2厅1厨2卫,低楼层 (共24层),133.78,跃层,塔楼,东南,框架结构,简装,有,44325,商品房,普通住宅,26800
3820,锦江,莲花,4室2厅2厨3卫,高楼层 (共6层),124.27,错层,板楼,南 北,混合结构,简装,无,44493,商品房,普通住宅,21000
3821,锦江,三官堂,2室1厅1厨1卫,中楼层 (共33层),79.5,平层,板塔结合,西南 西,框架结构,精装,有,44279,商品房,普通住宅,20500
3822,锦江,合江亭,4室2厅1厨2卫,中楼层 (共25层),166.56,平层,塔楼,东南,框架结构,简装,有,44282,商品房,普通住宅,29900
3823,锦江,三官堂,3室1厅1厨2卫,低楼层 (共34层),121.1,平层,板塔结合,东南,钢混结构,简装,有,44395,商品房,普通住宅,41000
3824,锦江,九眼桥,2室1厅1厨1卫,低楼层 (共41层),75.62,平层,板塔结合,南,框架结构,精装,有,44487,商品房,普通住宅,21600
3825,锦江,合江亭,2室1厅1厨1卫,高楼层 (共7层),72.41,平层,板塔结合,东南,钢混结构,简装,无,44034,商品房,普通住宅,13900
3826,锦江,合江亭,2室2厅1厨2卫,高楼层 (共35层),116.04,平层,板塔结合,东南,框架结构,简装,有,44379,商品房,普通住宅,41500
3827,锦江,三官堂,2室1厅1厨1卫,高楼层 (共34层),82.85,平层,板塔结合,北,框架结构,简装,有,43641,商品房,普通住宅,21000
3828,锦江,合江亭,2室2厅1厨1卫,中楼层 (共31层),87.98,平层,板塔结合,东南,钢混结构,精装,有,44429,商品房,普通住宅,30000
3829,锦江,九眼桥,3室2厅1厨2卫,中楼层 (共41层),126.2,平层,板塔结合,西北,框架结构,精装,有,44336,商品房,普通住宅,31500
3830,锦江,九眼桥,2室1厅1厨1卫,中楼层 (共41层),76.29,平层,板塔结合,南,框架结构,简装,有,44380,商品房,普通住宅,21000
3831,锦江,九眼桥,3室1厅1厨2卫,低楼层 (共26层),136.01,平层,板塔结合,东北,框架结构,精装,有,44497,商品房,普通住宅,39000
3832,锦江,三官堂,3室2厅1厨1卫,高楼层 (共34层),90.3,平层,塔楼,东南,钢混结构,精装,有,44352,商品房,普通住宅,27000
3833,锦江,合江亭,3室2厅1厨1卫,中楼层 (共7层),92.46,平层,板楼,北,混合结构,简装,无,43967,商品房,普通住宅,20200
3834,锦江,三官堂,3室1厅1厨1卫,中楼层 (共34层),90.3,平层,塔楼,西,钢混结构,精装,有,44440,商品房,普通住宅,27800
3835,锦江,合江亭,3室2厅1厨2卫,中楼层 (共7层),135.09,平层,板楼,南,钢混结构,简装,无,44444,商品房,普通住宅,33700
3836,锦江,九眼桥,3室2厅1厨1卫,中楼层 (共41层),90.21,平层,板塔结合,西南,框架结构,简装,有,44476,商品房,普通住宅,23900
3837,锦江,红星路,3室1厅1厨1卫,高楼层 (共5层),67.43,平层,塔楼,南,砖混结构,简装,无,44221,商品房,普通住宅,21000
3838,锦江,三官堂,1室2厅1厨1卫,高楼层 (共34层),53.74,平层,板塔结合,西,框架结构,精装,有,44357,商品房,普通住宅,12700
3839,锦江,合江亭,3室2厅1厨1卫,高楼层 (共7层),82.0,平层,板塔结合,东,砖混结构,简装,有,44329,商品房,普通住宅,16000
3840,锦江,红星路,3室1厅1厨2卫,高楼层 (共7层),144.65,平层,板楼,南,混合结构,简装,无,44348,商品房,普通住宅,33000
3841,锦江,三官堂,1室2厅1厨1卫,中楼层 (共34层),56.84,平层,板塔结合,东,框架结构,精装,有,44332,商品房,普通住宅,12100
3842,锦江,合江亭,2室1厅1厨2卫,中楼层 (共38层),106.41,平层,板塔结合,南,框架结构,简装,有,44503,商品房,普通住宅,41500
3843,锦江,合江亭,1室1厅1厨1卫,高楼层 (共6层),45.2,平层,板楼,南,混合结构,精装,无,2021/4/10,商品房,普通住宅,8500
3844,锦江,三官堂,2室1厅1厨2卫,高楼层 (共34层),90.15,平层,板塔结合,东南,框架结构,简装,有,44452,商品房,普通住宅,18000
3845,锦江,合江亭,2室1厅1厨1卫,高楼层 (共12层),90.42,平层,板楼,东,框架结构,简装,有,44407,商品房,普通住宅,29000
3846,锦江,三官堂,2室1厅1厨1卫,低楼层 (共34层),78.97,平层,板塔结合,东,框架结构,精装,有,44412,商品房,普通住宅,17600
3847,锦江,三官堂,3室1厅1厨1卫,高楼层 (共34层),88.9,平层,塔楼,东,钢混结构,简装,有,44425,商品房,普通住宅,24900
3848,锦江,合江亭,3室1厅1厨2卫,高楼层 (共50层),131.0,平层,板塔结合,东,钢混结构,精装,有,44267,商品房,普通住宅,48900
3849,锦江,合江亭,2室1厅1厨1卫,高楼层 (共31层),80.53,平层,板塔结合,东南,框架结构,简装,有,44424,商品房,普通住宅,21600
3850,锦江,三官堂,2室2厅1厨1卫,中楼层 (共33层),78.83,平层,板塔结合,东,框架结构,简装,有,44457,商品房,普通住宅,21000
3851,锦江,合江亭,2室1厅1厨1卫,中楼层 (共7层),62.79,平层,板楼,东南,砖混结构,简装,无,2021/10/15,商品房,普通住宅,9400
3852,锦江,合江亭,3室1厅1厨1卫,低楼层 (共34层),91.55,平层,塔楼,西 西北,钢混结构,简装,有,44211,商品房,普通住宅,22000
3853,锦江,三官堂,1室1厅1厨1卫,中楼层 (共34层),56.25,平层,板塔结合,东,框架结构,简装,有,44437,商品房,普通住宅,12000
3854,锦江,三官堂,2室1厅1厨1卫,中楼层 (共6层),70.99,平层,板楼,西北,钢混结构,毛坯,无,44443,商品房,普通住宅,12400
3855,锦江,红星路,2室2厅1厨1卫,高楼层 (共7层),80.3,平层,板楼,东南,混合结构,精装,无,44431,商品房,普通住宅,22000
3856,锦江,合江亭,3室1厅1厨2卫,低楼层 (共33层),155.84,平层,板塔结合,北,框架结构,简装,有,44377,商品房,普通住宅,56000
3857,锦江,九眼桥,3室1厅1厨2卫,高楼层 (共26层),126.3,平层,板塔结合,西北,框架结构,简装,有,44409,商品房,普通住宅,29000
3858,锦江,莲花,3室1厅1厨1卫,高楼层 (共13层),104.8,平层,板楼,东南,框架结构,简装,有,44414,商品房,普通住宅,19000
3859,锦江,莲花,3室2厅1厨2卫,高楼层 (共7层),119.42,平层,板楼,东,钢混结构,简装,无,44456,商品房,普通住宅,13500
3860,锦江,合江亭,3室2厅1厨2卫,高楼层 (共7层),105.21,平层,板楼,南,混合结构,精装,无,44297,商品房,普通住宅,17700
3861,锦江,合江亭,4室2厅1厨2卫,中楼层 (共7层),191.66,平层,板楼,东南,钢混结构,简装,无,44171,商品房,普通住宅,34400
3862,锦江,九眼桥,2室1厅1厨1卫,高楼层 (共26层),91.14,平层,板塔结合,西南,框架结构,精装,有,44454,商品房,普通住宅,20300
3863,锦江,蓝谷地,3室2厅1厨1卫,中楼层 (共33层),68.12,平层,塔楼,东北,钢混结构,其他,有,44520,商品房,普通住宅,16100
